InspeksiID,Tanggal,Bulan,NamaBulan,BlokID,EstateKode,Estate,Wilayah,Afdeling,StatusKebun,LuasHa,UmurTanaman,SPH,JenisTanah,Topografi,Asisten,Mandor,PemeriksaEPR,LuasInspeksi_Ha,PokokSampel,BrondolanTidakTerkutip_Butir,Brondolan_ButirPerPokok,StandarBrondolan_ButirPerPokok,DeviasiBrondolan,BuahMatangTidakDipanen_Jjg,JanjangTertinggalDiTPH,JanjangTertinggal_PerHa,BuahMentahDipanen_Jjg,TangkaiPanjang_Jjg,BJR_Kg,LossesBrondolan_KgPerHaBulan,LossesJanjang_KgPerHaBulan,EstimasiLosses_KgPerHaBulan,ProduksiPotensi_KgPerHaBulan,Losses_PersenTerhadapProduksi,EstimasiLosses_Kg,EstimasiKerugian_Rp,CurahHujanBulan_mm,Status,KategoriTemuan,TindakLanjut
LP-01132,2026-03-17,3,Mar,MRA-E-013,MRA,Estate Muara Alam,Kalimantan Tengah,E,Inti,29.7,15,138,Podsolik Merah Kuning,Bergelombang,Sutrisno Lubis,Nurdin Tarigan,Siti Sanjaya,2.0,50,118,2.36,2.0,0.36,0,0,0.0,0,2,16.6,16.3,0.0,16.3,2167.0,0.75,483.6,1424584,391.0,Sesuai Standar,Minor,Monitoring rutin
LP-01133,2026-05-09,5,Mei,MRA-E-013,MRA,Estate Muara Alam,Kalimantan Tengah,E,Inti,29.7,15,138,Podsolik Merah Kuning,Bergelombang,Sutrisno Lubis,Nurdin Tarigan,Lestari Effendi,2.0,25,46,1.85,2.0,-0.15,1,0,0.5,0,0,16.6,12.8,41.6,54.4,2167.0,2.51,1615.4,4819010,382.0,Sesuai Standar,Minor,Monitoring rutin
LP-01134,2026-01-20,1,Jan,MRA-E-014,MRA,Estate Muara Alam,Kalimantan Tengah,E,Inti,24.6,13,138,Mineral,Bergelombang,Sutrisno Lubis,Nurdin Tarigan,Imam Butar-butar,2.0,25,76,3.05,2.0,1.05,1,0,0.5,0,3,14.8,21.0,36.9,57.9,2250.0,2.57,1424.8,4117337,380.4,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-01135,2026-06-04,6,Jun,MRA-E-014,MRA,Estate Muara Alam,Kalimantan Tengah,E,Inti,24.6,13,138,Mineral,Bergelombang,Sutrisno Lubis,Nurdin Tarigan,Irwan Firdaus,2.0,50,126,2.52,2.0,0.52,0,0,0.0,1,3,14.8,17.4,0.0,17.4,2250.0,0.77,427.7,1310302,194.6,Sesuai Standar,Minor,Monitoring rutin
LP-01136,2026-04-13,4,Apr,MRA-E-015,MRA,Estate Muara Alam,Kalimantan Tengah,E,Inti,24.5,14,128,Gambut,Datar,Sutrisno Lubis,Lestari Sembiring,Untung Pratama,2.0,25,29,1.17,2.0,-0.83,0,0,0.0,0,5,15.7,7.5,0.0,7.5,2250.0,0.33,183.5,541918,248.0,Sesuai Standar,Minor,Monitoring rutin
LP-01137,2026-01-13,1,Jan,MRA-E-016,MRA,Estate Muara Alam,Kalimantan Tengah,E,Inti,26.7,16,135,Mineral,Bergelombang,Sutrisno Lubis,Lestari Sembiring,Rahmat Sitompul,2.0,25,48,1.9,2.0,-0.1,0,0,0.0,1,2,17.6,12.8,0.0,12.8,2083.0,0.62,342.4,989512,380.4,Sesuai Standar,Minor,Monitoring rutin
LP-01138,2026-03-03,3,Mar,MRA-E-016,MRA,Estate Muara Alam,Kalimantan Tengah,E,Inti,26.7,16,135,Mineral,Bergelombang,Sutrisno Lubis,Lestari Sembiring,Eko Tampubolon,2.0,25,52,2.06,2.0,0.06,1,0,0.5,0,2,17.6,13.9,44.0,57.9,2083.0,2.78,1546.1,4554053,391.0,Sesuai Standar,Minor,Monitoring rutin
LP-01139,2026-04-16,4,Apr,MRA-E-016,MRA,Estate Muara Alam,Kalimantan Tengah,E,Inti,26.7,16,135,Mineral,Bergelombang,Sutrisno Lubis,Lestari Sembiring,Gilang Mangunsong,2.0,25,46,1.83,2.0,-0.17,1,0,0.5,0,1,17.6,12.4,44.0,56.4,2083.0,2.7,1504.6,4444532,248.0,Sesuai Standar,Minor,Monitoring rutin
LP-01140,2026-05-27,5,Mei,MRA-E-016,MRA,Estate Muara Alam,Kalimantan Tengah,E,Inti,26.7,16,135,Mineral,Bergelombang,Sutrisno Lubis,Lestari Sembiring,Wardi Harahap,2.0,30,54,1.8,2.0,-0.2,0,0,0.0,0,5,17.6,12.2,0.0,12.2,2083.0,0.58,324.4,967764,382.0,Sesuai Standar,Minor,Monitoring rutin
LP-01141,2026-06-19,6,Jun,MRA-E-016,MRA,Estate Muara Alam,Kalimantan Tengah,E,Inti,26.7,16,135,Mineral,Bergelombang,Sutrisno Lubis,Lestari Sembiring,Budi Utomo,2.0,25,37,1.48,2.0,-0.52,1,0,0.5,0,3,17.6,10.0,44.0,54.0,2083.0,2.59,1441.5,4415819,194.6,Sesuai Standar,Minor,Monitoring rutin
LP-01142,2026-07-08,7,Jul,MRA-E-016,MRA,Estate Muara Alam,Kalimantan Tengah,E,Inti,26.7,16,135,Mineral,Bergelombang,Sutrisno Lubis,Lestari Sembiring,Tarno Mangunsong,2.0,25,20,0.82,2.0,-1.18,1,0,0.5,0,3,17.6,5.5,44.0,49.5,2083.0,2.38,1322.6,4055229,298.2,Sesuai Standar,Minor,Monitoring rutin
LP-01143,2026-06-26,6,Jun,MRA-E-017,MRA,Estate Muara Alam,Kalimantan Tengah,E,Inti,29.5,19,136,Mineral,Berbukit,Sutrisno Lubis,Nurdin Tarigan,Hendra Manurung,2.0,50,50,1.01,2.0,-0.99,0,0,0.0,0,2,20.4,6.9,0.0,6.9,1833.0,0.37,202.6,620638,194.6,Sesuai Standar,Minor,Monitoring rutin
LP-01144,2026-07-10,7,Jul,MRA-E-017,MRA,Estate Muara Alam,Kalimantan Tengah,E,Inti,29.5,19,136,Mineral,Berbukit,Sutrisno Lubis,Nurdin Tarigan,Endang Purba,2.0,30,42,1.41,2.0,-0.59,1,0,0.5,0,2,20.4,9.6,51.1,60.7,1833.0,3.31,1791.0,5491559,298.2,Sesuai Standar,Minor,Monitoring rutin
LP-01145,2026-04-25,4,Apr,MRA-E-018,MRA,Estate Muara Alam,Kalimantan Tengah,E,Inti,27.8,10,143,Gambut,Datar,Sutrisno Lubis,Samsul Nugroho,Rudi Hutapea,2.0,25,25,1.0,2.0,-1.0,1,0,0.5,1,0,11.9,7.1,29.8,36.9,2333.0,1.58,1025.8,3030210,248.0,Sesuai Standar,Minor,Monitoring rutin
LP-01146,2026-05-24,5,Mei,MRA-E-018,MRA,Estate Muara Alam,Kalimantan Tengah,E,Inti,27.8,10,143,Gambut,Datar,Sutrisno Lubis,Samsul Nugroho,Zulkifli Hartanto,2.0,50,117,2.34,2.0,0.34,0,0,0.0,1,2,11.9,16.7,0.0,16.7,2333.0,0.72,465.1,1387551,382.0,Sesuai Standar,Minor,Monitoring rutin
LP-01147,2026-01-13,1,Jan,MRA-E-019,MRA,Estate Muara Alam,Kalimantan Tengah,E,Inti,31.3,8,135,Gambut,Datar,Sutrisno Lubis,Nurdin Tarigan,Imam Manurung,2.0,30,76,2.52,2.0,0.52,0,0,0.0,0,2,10.0,17.0,0.0,17.0,2167.0,0.79,532.4,1538513,380.4,Sesuai Standar,Minor,Monitoring rutin
LP-01148,2026-05-14,5,Mei,MRA-E-019,MRA,Estate Muara Alam,Kalimantan Tengah,E,Inti,31.3,8,135,Gambut,Datar,Sutrisno Lubis,Nurdin Tarigan,Guntur Sinaga,2.0,25,44,1.74,2.0,-0.26,1,0,0.5,0,3,10.0,11.7,25.0,36.7,2167.0,1.7,1150.1,3431033,382.0,Sesuai Standar,Minor,Monitoring rutin
LP-01149,2026-02-02,2,Feb,MRA-E-020,MRA,Estate Muara Alam,Kalimantan Tengah,E,Inti,26.6,9,132,Podsolik Merah Kuning,Datar,Sutrisno Lubis,Samsul Nugroho,Yuli Mahendra,2.0,30,44,1.45,2.0,-0.55,1,0,0.5,2,2,10.9,9.6,27.4,36.9,2250.0,1.64,982.7,2830950,235.9,Sesuai Standar,Minor,Monitoring rutin
LP-01150,2026-04-16,4,Apr,MRA-E-020,MRA,Estate Muara Alam,Kalimantan Tengah,E,Inti,26.6,9,132,Podsolik Merah Kuning,Datar,Sutrisno Lubis,Samsul Nugroho,Marni Pratama,2.0,25,57,2.29,2.0,0.29,0,0,0.0,0,2,10.9,15.1,0.0,15.1,2250.0,0.67,402.0,1187579,248.0,Sesuai Standar,Minor,Monitoring rutin
LP-01151,2026-05-15,5,Mei,MRA-E-020,MRA,Estate Muara Alam,Kalimantan Tengah,E,Inti,26.6,9,132,Podsolik Merah Kuning,Datar,Sutrisno Lubis,Samsul Nugroho,Ahmad Lubis,2.0,25,55,2.19,2.0,0.19,0,0,0.0,1,0,10.9,14.5,0.0,14.5,2250.0,0.64,384.5,1146969,382.0,Sesuai Standar,Minor,Monitoring rutin
LP-01152,2026-07-24,7,Jul,MRA-E-020,MRA,Estate Muara Alam,Kalimantan Tengah,E,Inti,26.6,9,132,Podsolik Merah Kuning,Datar,Sutrisno Lubis,Samsul Nugroho,Joko Sianturi,2.0,25,26,1.05,2.0,-0.95,0,0,0.0,2,2,10.9,6.9,0.0,6.9,2250.0,0.31,184.3,565206,298.2,Sesuai Standar,Minor,Monitoring rutin
LP-01153,2026-05-23,5,Mei,MRA-E-021,MRA,Estate Muara Alam,Kalimantan Tengah,E,Inti,24.1,14,128,Mineral,Berbukit,Sutrisno Lubis,Samsul Nugroho,Yohanes Siregar,2.0,30,19,0.63,2.0,-1.37,0,0,0.0,1,0,15.7,4.0,0.0,4.0,2250.0,0.18,97.2,289881,382.0,Sesuai Standar,Minor,Monitoring rutin
LP-01154,2026-07-03,7,Jul,MRA-E-021,MRA,Estate Muara Alam,Kalimantan Tengah,E,Inti,24.1,14,128,Mineral,Berbukit,Sutrisno Lubis,Samsul Nugroho,Usman Setiawan,2.0,25,29,1.17,2.0,-0.83,1,0,0.5,0,3,15.7,7.5,39.2,46.7,2250.0,2.08,1126.4,3453656,298.2,Sesuai Standar,Minor,Monitoring rutin
LP-01155,2026-01-08,1,Jan,MRA-E-022,MRA,Estate Muara Alam,Kalimantan Tengah,E,Inti,28.7,17,143,Mineral,Bergelombang,Sutrisno Lubis,Nurdin Tarigan,Jumadi Handoko,2.0,30,67,2.22,2.0,0.22,0,0,0.0,0,3,18.5,15.9,0.0,15.9,2000.0,0.79,455.6,1316417,380.4,Sesuai Standar,Minor,Monitoring rutin
LP-01156,2026-02-21,2,Feb,MRA-E-022,MRA,Estate Muara Alam,Kalimantan Tengah,E,Inti,28.7,17,143,Mineral,Bergelombang,Sutrisno Lubis,Nurdin Tarigan,Nasrul Silalahi,2.0,30,23,0.77,2.0,-1.23,0,0,0.0,0,3,18.5,5.5,0.0,5.5,2000.0,0.28,158.0,455170,235.9,Sesuai Standar,Minor,Monitoring rutin
LP-01157,2026-02-22,2,Feb,MRA-E-023,MRA,Estate Muara Alam,Kalimantan Tengah,E,Inti,24.3,12,135,Aluvial,Bergelombang,Sutrisno Lubis,Samsul Nugroho,Eko Manurung,2.0,30,23,0.76,2.0,-1.24,0,0,0.0,0,2,13.8,5.1,0.0,5.1,2333.0,0.22,124.7,359102,235.9,Sesuai Standar,Minor,Monitoring rutin
LP-01158,2026-03-26,3,Mar,MRA-E-023,MRA,Estate Muara Alam,Kalimantan Tengah,E,Inti,24.3,12,135,Aluvial,Bergelombang,Sutrisno Lubis,Samsul Nugroho,Hendra Hutapea,2.0,50,95,1.9,2.0,-0.1,0,0,0.0,0,2,13.8,12.8,0.0,12.8,2333.0,0.55,311.6,917982,391.0,Sesuai Standar,Minor,Monitoring rutin
LP-01159,2026-04-12,4,Apr,MRA-E-023,MRA,Estate Muara Alam,Kalimantan Tengah,E,Inti,24.3,12,135,Aluvial,Bergelombang,Sutrisno Lubis,Samsul Nugroho,Jefri Hutapea,2.0,30,39,1.31,2.0,-0.69,0,0,0.0,0,3,13.8,8.8,0.0,8.8,2333.0,0.38,214.9,634721,248.0,Sesuai Standar,Minor,Monitoring rutin
LP-01160,2026-07-18,7,Jul,MRA-E-023,MRA,Estate Muara Alam,Kalimantan Tengah,E,Inti,24.3,12,135,Aluvial,Bergelombang,Sutrisno Lubis,Samsul Nugroho,Lestari Barus,2.0,25,36,1.42,2.0,-0.58,0,0,0.0,1,0,13.8,9.6,0.0,9.6,2333.0,0.41,232.9,714151,298.2,Sesuai Standar,Minor,Monitoring rutin
LP-01161,2026-01-05,1,Jan,MRA-E-024,MRA,Estate Muara Alam,Kalimantan Tengah,E,Inti,27.0,10,140,Gambut,Datar,Sutrisno Lubis,Nurdin Tarigan,Ahmad Fauzi,2.0,25,24,0.97,2.0,-1.03,0,0,0.0,0,4,11.9,6.8,0.0,6.8,2333.0,0.29,183.3,529768,380.4,Sesuai Standar,Minor,Monitoring rutin
LP-01162,2026-03-08,3,Mar,MRA-E-024,MRA,Estate Muara Alam,Kalimantan Tengah,E,Inti,27.0,10,140,Gambut,Datar,Sutrisno Lubis,Nurdin Tarigan,Wardi Pratama,2.0,50,82,1.65,2.0,-0.35,1,0,0.5,0,5,11.9,11.6,29.8,41.3,2333.0,1.77,1115.1,3284616,391.0,Sesuai Standar,Minor,Monitoring rutin
LP-01163,2026-05-09,5,Mei,MRA-E-024,MRA,Estate Muara Alam,Kalimantan Tengah,E,Inti,27.0,10,140,Gambut,Datar,Sutrisno Lubis,Nurdin Tarigan,Yuli Purba,2.0,30,80,2.67,2.0,0.67,1,0,0.5,0,1,11.9,18.7,29.8,48.4,2333.0,2.08,1307.9,3901667,382.0,Sesuai Standar,Minor,Monitoring rutin
LP-01164,2026-07-17,7,Jul,MRA-E-024,MRA,Estate Muara Alam,Kalimantan Tengah,E,Inti,27.0,10,140,Gambut,Datar,Sutrisno Lubis,Nurdin Tarigan,Joko Ginting,2.0,30,39,1.3,2.0,-0.7,1,0,0.5,0,2,11.9,9.1,29.8,38.9,2333.0,1.66,1049.0,3216227,298.2,Sesuai Standar,Minor,Monitoring rutin
LP-01165,2026-01-09,1,Jan,MRA-F-001,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,26.9,17,140,Gambut,Datar,Joko Lubis,Jumadi Ginting,Wardi Santoso,2.0,50,138,2.76,2.0,0.76,1,0,0.5,0,3,18.5,19.3,46.4,65.7,2000.0,3.28,1767.2,5106664,380.4,Sesuai Standar,Minor,Monitoring rutin
LP-01166,2026-03-05,3,Mar,MRA-F-001,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,26.9,17,140,Gambut,Datar,Joko Lubis,Jumadi Ginting,Siti Panjaitan,2.0,25,60,2.4,2.0,0.4,1,0,0.5,0,4,18.5,16.8,46.4,63.2,2000.0,3.16,1699.4,5005740,391.0,Sesuai Standar,Minor,Monitoring rutin
LP-01167,2026-04-03,4,Apr,MRA-F-001,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,26.9,17,140,Gambut,Datar,Joko Lubis,Jumadi Ginting,Nasrul Adiputra,2.0,50,66,1.32,2.0,-0.68,0,0,0.0,0,1,18.5,9.2,0.0,9.2,2000.0,0.46,248.6,734219,248.0,Sesuai Standar,Minor,Monitoring rutin
LP-01168,2026-04-03,4,Apr,MRA-F-002,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,31.1,16,140,Podsolik Merah Kuning,Datar,Joko Lubis,Agus Adiputra,Guntur Barus,2.0,50,28,0.57,2.0,-1.43,0,0,0.0,0,2,17.6,4.0,0.0,4.0,2083.0,0.19,124.1,366551,248.0,Sesuai Standar,Minor,Monitoring rutin
LP-01169,2026-07-17,7,Jul,MRA-F-002,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,31.1,16,140,Podsolik Merah Kuning,Datar,Joko Lubis,Agus Adiputra,Yanto Rachman,2.0,25,52,2.06,2.0,0.06,1,0,0.5,0,1,17.6,14.4,44.0,58.4,2083.0,2.8,1816.9,5570753,298.2,Sesuai Standar,Minor,Monitoring rutin
LP-01170,2026-01-07,1,Jan,MRA-F-003,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,27.3,18,143,Podsolik Merah Kuning,Bergelombang,Joko Lubis,Nanda Nasution,Gunawan Ramadhan,2.0,30,52,1.75,2.0,-0.25,0,0,0.0,0,2,19.5,12.5,0.0,12.5,1917.0,0.65,341.6,987096,380.4,Sesuai Standar,Minor,Monitoring rutin
LP-01171,2026-03-12,3,Mar,MRA-F-003,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,27.3,18,143,Podsolik Merah Kuning,Bergelombang,Joko Lubis,Nanda Nasution,Rahmat Harahap,2.0,30,62,2.07,2.0,0.07,0,0,0.0,0,1,19.5,14.8,0.0,14.8,1917.0,0.77,404.1,1190172,391.0,Sesuai Standar,Minor,Monitoring rutin
LP-01172,2026-06-10,6,Jun,MRA-F-003,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,27.3,18,143,Podsolik Merah Kuning,Bergelombang,Joko Lubis,Nanda Nasution,Eko Tampubolon,2.0,25,63,2.51,2.0,0.51,0,0,0.0,0,2,19.5,17.9,0.0,17.9,1917.0,0.94,489.9,1500821,194.6,Sesuai Standar,Minor,Monitoring rutin
LP-01173,2026-03-11,3,Mar,MRA-F-004,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,31.2,14,128,Mineral,Bergelombang,Joko Lubis,Nanda Nasution,Jumadi Siregar,2.0,25,38,1.52,2.0,-0.48,0,0,0.0,1,1,15.7,9.7,0.0,9.7,2250.0,0.43,303.5,894023,391.0,Sesuai Standar,Minor,Monitoring rutin
LP-01174,2026-05-18,5,Mei,MRA-F-004,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,31.2,14,128,Mineral,Bergelombang,Joko Lubis,Nanda Nasution,Wulan Bahari,2.0,25,38,1.53,2.0,-0.47,0,1,0.5,0,1,15.7,9.8,39.2,49.0,2250.0,2.18,1530.1,4564625,382.0,Sesuai Standar,Minor,Monitoring rutin
LP-01175,2026-06-02,6,Jun,MRA-F-004,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,31.2,14,128,Mineral,Bergelombang,Joko Lubis,Nanda Nasution,Eko Firdaus,2.0,30,43,1.44,2.0,-0.56,1,0,0.5,0,5,15.7,9.2,39.2,48.5,2250.0,2.15,1512.1,4632105,194.6,Sesuai Standar,Minor,Monitoring rutin
LP-01176,2026-07-20,7,Jul,MRA-F-004,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,31.2,14,128,Mineral,Bergelombang,Joko Lubis,Nanda Nasution,Wagimin Rachman,2.0,30,29,0.97,2.0,-1.03,1,0,0.5,0,1,15.7,6.2,39.2,45.5,2250.0,2.02,1418.3,4348674,298.2,Sesuai Standar,Minor,Monitoring rutin
LP-01177,2026-04-19,4,Apr,MRA-F-005,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,24.1,7,136,Podsolik Merah Kuning,Datar,Joko Lubis,Jumadi Ginting,Candra Sembiring,2.0,25,28,1.1,2.0,-0.9,0,0,0.0,0,5,9.0,7.5,0.0,7.5,2000.0,0.37,180.3,532500,248.0,Sesuai Standar,Minor,Monitoring rutin
LP-01178,2026-07-18,7,Jul,MRA-F-005,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,24.1,7,136,Podsolik Merah Kuning,Datar,Joko Lubis,Jumadi Ginting,Riko Wijaya,2.0,25,27,1.09,2.0,-0.91,1,0,0.5,0,0,9.0,7.4,22.6,30.0,2000.0,1.5,723.9,2219553,298.2,Sesuai Standar,Minor,Monitoring rutin
LP-01179,2026-01-14,1,Jan,MRA-F-006,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,26.2,18,136,Podsolik Merah Kuning,Bergelombang,Joko Lubis,Jumadi Ginting,Ade Panjaitan,2.0,50,112,2.23,2.0,0.23,1,0,0.5,1,4,19.5,15.2,48.7,63.9,1917.0,3.33,1674.5,4838937,380.4,Sesuai Standar,Minor,Monitoring rutin
LP-01180,2026-02-09,2,Feb,MRA-F-006,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,26.2,18,136,Podsolik Merah Kuning,Bergelombang,Joko Lubis,Jumadi Ginting,Untung Sembiring,2.0,50,72,1.44,2.0,-0.56,0,0,0.0,1,1,19.5,9.8,0.0,9.8,1917.0,0.51,256.6,739039,235.9,Sesuai Standar,Minor,Monitoring rutin
LP-01181,2026-03-15,3,Mar,MRA-F-006,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,26.2,18,136,Podsolik Merah Kuning,Bergelombang,Joko Lubis,Jumadi Ginting,Lukman Butar-butar,2.0,30,70,2.32,2.0,0.32,1,0,0.5,0,4,19.5,15.8,48.7,64.5,1917.0,3.37,1690.6,4979742,391.0,Sesuai Standar,Minor,Monitoring rutin
LP-01182,2026-06-21,6,Jun,MRA-F-006,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,26.2,18,136,Podsolik Merah Kuning,Bergelombang,Joko Lubis,Jumadi Ginting,Oki Sinaga,2.0,25,45,1.81,2.0,-0.19,0,0,0.0,2,2,19.5,12.3,0.0,12.3,1917.0,0.64,322.5,987814,194.6,Sesuai Standar,Minor,Monitoring rutin
LP-01183,2026-02-17,2,Feb,MRA-F-007,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,29.1,12,136,Mineral,Bergelombang,Joko Lubis,Jumadi Ginting,Dewi Situmorang,2.0,25,50,2.01,2.0,0.01,0,0,0.0,0,1,13.8,13.7,0.0,13.7,2333.0,0.59,397.7,1145758,235.9,Sesuai Standar,Minor,Monitoring rutin
LP-01184,2026-03-16,3,Mar,MRA-F-007,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,29.1,12,136,Mineral,Bergelombang,Joko Lubis,Jumadi Ginting,Budi Sudarmono,2.0,25,58,2.33,2.0,0.33,1,0,0.5,0,4,13.8,15.8,34.5,50.3,2333.0,2.16,1465.0,4315305,391.0,Sesuai Standar,Minor,Monitoring rutin
LP-01185,2026-03-17,3,Mar,MRA-F-008,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,25.3,7,135,Mineral,Datar,Joko Lubis,Nanda Nasution,Lukman Maulana,2.0,50,136,2.72,2.0,0.72,1,0,0.5,0,3,9.0,18.4,22.6,41.0,2000.0,2.05,1036.9,3054332,391.0,Sesuai Standar,Minor,Monitoring rutin
LP-01186,2026-04-27,4,Apr,MRA-F-008,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,25.3,7,135,Mineral,Datar,Joko Lubis,Nanda Nasution,Ade Bahari,2.0,25,44,1.78,2.0,-0.22,0,0,0.0,2,1,9.0,12.0,0.0,12.0,2000.0,0.6,304.0,897937,248.0,Sesuai Standar,Minor,Monitoring rutin
LP-01187,2026-07-26,7,Jul,MRA-F-009,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,26.7,15,143,Mineral,Bergelombang,Joko Lubis,Agus Adiputra,Iwan Setiawan,2.0,50,98,1.96,2.0,-0.04,0,0,0.0,3,2,16.6,14.0,0.0,14.0,2167.0,0.65,374.2,1147269,298.2,Sesuai Standar,Minor,Monitoring rutin
LP-01188,2026-02-03,2,Feb,MRA-F-010,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,25.7,15,143,Mineral,Bergelombang,Joko Lubis,Jumadi Ginting,Wulan Dalimunthe,2.0,50,90,1.79,2.0,-0.21,0,0,0.0,0,2,16.6,12.8,0.0,12.8,2167.0,0.59,328.9,947517,235.9,Sesuai Standar,Minor,Monitoring rutin
LP-01189,2026-04-20,4,Apr,MRA-F-010,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,25.7,15,143,Mineral,Bergelombang,Joko Lubis,Jumadi Ginting,Siti Nasution,2.0,25,27,1.07,2.0,-0.93,0,0,0.0,1,2,16.6,7.7,0.0,7.7,2167.0,0.35,196.6,580797,248.0,Sesuai Standar,Minor,Monitoring rutin
LP-01190,2026-07-09,7,Jul,MRA-F-010,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,25.7,15,143,Mineral,Bergelombang,Joko Lubis,Jumadi Ginting,Teguh Lubis,2.0,50,93,1.86,2.0,-0.14,1,0,0.5,0,2,16.6,13.3,41.6,54.9,2167.0,2.53,1411.5,4328000,298.2,Sesuai Standar,Minor,Monitoring rutin
LP-01191,2026-01-07,1,Jan,MRA-F-011,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,31.7,11,130,Mineral,Bergelombang,Joko Lubis,Jumadi Ginting,Fajar Sudarmono,2.0,25,32,1.3,2.0,-0.7,1,0,0.5,0,4,12.8,8.4,32.1,40.6,2333.0,1.74,1286.2,3716811,380.4,Sesuai Standar,Minor,Monitoring rutin
LP-01192,2026-02-17,2,Feb,MRA-F-011,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,31.7,11,130,Mineral,Bergelombang,Joko Lubis,Jumadi Ginting,Yusuf Sitompul,2.0,30,34,1.12,2.0,-0.88,0,0,0.0,0,4,12.8,7.3,0.0,7.3,2333.0,0.31,230.8,664791,235.9,Sesuai Standar,Minor,Monitoring rutin
LP-01193,2026-03-05,3,Mar,MRA-F-011,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,31.7,11,130,Mineral,Bergelombang,Joko Lubis,Jumadi Ginting,Untung Fauzi,2.0,30,43,1.44,2.0,-0.56,0,0,0.0,1,2,12.8,9.4,0.0,9.4,2333.0,0.4,296.7,873988,391.0,Sesuai Standar,Minor,Monitoring rutin
LP-01194,2026-01-11,1,Jan,MRA-F-012,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,31.3,19,143,Podsolik Merah Kuning,Bergelombang,Joko Lubis,Jumadi Ginting,Jefri Adiputra,2.0,25,51,2.04,2.0,0.04,1,0,0.5,1,2,20.4,14.6,51.1,65.7,1833.0,3.58,2056.8,5943402,380.4,Sesuai Standar,Minor,Monitoring rutin
LP-01195,2026-07-09,7,Jul,MRA-F-012,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,31.3,19,143,Podsolik Merah Kuning,Bergelombang,Joko Lubis,Jumadi Ginting,Maman Anggara,2.0,50,92,1.83,2.0,-0.17,0,0,0.0,0,2,20.4,13.1,0.0,13.1,1833.0,0.71,409.5,1255721,298.2,Sesuai Standar,Minor,Monitoring rutin
LP-01196,2026-01-18,1,Jan,MRA-F-013,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,27.6,12,140,Gambut,Datar,Joko Lubis,Jumadi Ginting,Budi Sitompul,2.0,25,39,1.57,2.0,-0.43,1,0,0.5,1,3,13.8,11.0,34.5,45.5,2333.0,1.95,1255.5,3628087,380.4,Sesuai Standar,Minor,Monitoring rutin
LP-01197,2026-04-13,4,Apr,MRA-F-013,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,27.6,12,140,Gambut,Datar,Joko Lubis,Jumadi Ginting,Zainal Manurung,2.0,50,68,1.35,2.0,-0.65,1,0,0.5,0,2,13.8,9.5,34.5,44.0,2333.0,1.88,1213.0,3583188,248.0,Sesuai Standar,Minor,Monitoring rutin
LP-01198,2026-07-07,7,Jul,MRA-F-013,MRA,Estate Muara Alam,Kalimantan Tengah,F,Inti,27.6,12,140,Gambut,Datar,Joko Lubis,Jumadi Ginting,Latif Gunadi,2.0,50,94,1.87,2.0,-0.13,0,0,0.0,2,4,13.8,13.1,0.0,13.1,2333.0,0.56,361.3,1107747,298.2,Sesuai Standar,Minor,Monitoring rutin
