SortasiID,Tanggal,Bulan,NamaBulan,PKS,Wilayah,EstateKode,EstateAsal,Afdeling,StatusKebun,NoKendaraan,Supir,JumlahJanjang,Berat_Ton,JanjangMatang_Persen,JanjangMentah_Persen,JanjangLewatMatang_Persen,JanjangKosong_Persen,TangkaiPanjang_Persen,Brondolan_Kg,RestanJam,ALB_Persen,GradeTBS,Penalti_Rp,PetugasSortasi
SRT-004447,2026-03-13,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,B,Inti,KH 7004 FB,Ade Situmorang,402,6.12,93.8,3.7,2.4,0.1,2.5,584,14.5,3.23,B,513424,Dedi Sagala
SRT-004448,2026-03-13,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,C,Plasma,KH 6970 KC,Nanda Tarigan,542,7.27,93.6,2.0,3.7,0.7,3.2,676,12.3,3.21,A,0,Bayu Sanjaya
SRT-004449,2026-03-13,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,D,Plasma,KH 5758 JF,Yuli Sinaga,710,7.93,93.2,3.9,1.0,1.9,1.1,639,12.3,3.22,B,688735,Usman Handoko
SRT-004450,2026-03-13,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,F,Plasma,KH 7128 EG,Hendra Siregar,430,8.49,90.0,4.4,4.7,0.9,1.9,830,15.1,3.09,B,409719,Edi Ginting
SRT-004451,2026-03-14,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,C,Plasma,KH 5889 BH,Siti Ginting,811,9.04,94.5,2.1,3.3,0.1,2.7,655,18.2,3.71,B,369755,Umar Fauzi
SRT-004452,2026-03-14,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,A,Plasma,KH 1562 FA,Bayu Manurung,467,6.33,92.3,2.5,3.0,2.2,3.3,657,11.6,3.05,A,0,Deni Tampubolon
SRT-004453,2026-03-14,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,E,Inti,KH 4495 HG,Candra Firdaus,439,7.62,96.7,0.5,2.8,0.0,1.2,764,13.4,3.31,A,0,Ahmad Simanjuntak
SRT-004454,2026-03-14,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,E,Plasma,KH 6902 HD,Nurdin Lubis,588,6.98,88.9,5.8,4.2,1.1,1.9,494,16.9,3.57,B,307762,Maman Effendi
SRT-004455,2026-03-14,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,A,Plasma,KH 1061 FE,Ahmad Sanjaya,600,8.2,92.3,2.1,4.8,0.9,2.6,601,13.5,3.35,A,0,Joko Manurung
SRT-004456,2026-03-14,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,A,Inti,KH 9221 HA,Wulan Dalimunthe,504,7.37,93.5,2.7,3.1,0.7,3.1,579,14.6,3.41,A,0,Fajar Ramadhan
SRT-004457,2026-03-14,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,C,Plasma,KH 1657 JF,Kurnia Situmorang,439,7.61,93.7,2.6,3.7,0.0,5.0,737,18.6,3.44,B,515009,Hadi Sianturi
SRT-004458,2026-03-14,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,A,Plasma,KH 8397 DC,Iwan Suhendra,590,8.87,97.5,0.8,1.3,0.4,2.9,705,10.8,3.32,A,0,Umar Sudarmono
SRT-004459,2026-03-14,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,E,Inti,KH 1896 EG,Wagimin Firdaus,354,6.85,91.6,1.9,5.5,1.0,3.3,734,11.4,3.16,A,0,Imam Adiputra
SRT-004460,2026-03-14,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,C,Plasma,KH 1444 HG,Zulkifli Wijaya,398,7.33,95.2,2.0,2.1,0.7,2.1,503,16.7,3.27,A,0,Marni Halim
SRT-004461,2026-03-14,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,B,Inti,KH 4692 AD,Mulyadi Firdaus,506,6.54,91.1,3.7,4.4,0.8,1.7,658,25.2,3.72,B,335563,Endang Purba
SRT-004462,2026-03-14,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,C,Plasma,KH 8137 CH,Wahyu Ramadhan,428,6.98,88.7,4.7,5.1,1.4,1.5,704,18.6,3.47,B,385402,Yohanes Damanik
SRT-004463,2026-03-14,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,D,Plasma,KH 3640 AF,Bayu Sinaga,584,8.69,90.2,2.9,5.4,1.4,2.3,706,20.0,3.48,B,515376,Kurnia Nasution
SRT-004464,2026-03-14,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,F,Plasma,KH 8647 KC,Oki Pratama,618,8.59,94.6,2.0,2.5,0.9,1.4,904,14.7,2.96,A,0,Guntur Sitompul
SRT-004465,2026-03-16,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,E,Plasma,KH 9596 JJ,Usman Damanik,715,8.27,94.6,0.6,4.1,0.8,2.5,665,10.6,2.86,A,0,Guntur Mahendra
SRT-004466,2026-03-16,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,C,Inti,KH 9014 KB,Kasno Yusril,519,7.32,94.5,2.6,2.2,0.7,3.6,583,14.6,3.37,A,0,Siti Hutapea
SRT-004467,2026-03-16,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,E,Plasma,KH 6636 KH,Wulan Dalimunthe,512,7.48,90.6,3.6,4.8,1.1,1.9,709,15.4,3.16,B,512479,Imam Pratama
SRT-004468,2026-03-16,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,A,Inti,KH 4171 EH,Yuli Adiputra,530,6.48,88.6,5.7,4.5,1.2,2.0,530,12.8,3.12,B,268470,Priyo Mangunsong
SRT-004469,2026-03-16,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,E,Plasma,KH 3051 EB,Paiman Bahari,446,8.66,93.9,1.8,3.8,0.5,0.0,864,28.2,4.16,B,412822,Lestari Sianturi
SRT-004470,2026-03-16,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,B,Plasma,KH 2085 JK,Lukman Kurniawan,588,6.83,95.3,2.2,1.3,1.2,4.2,666,13.5,2.67,A,0,Bambang Rachman
SRT-004471,2026-03-16,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,F,Plasma,KH 9824 FJ,Latif Utomo,320,5.66,94.1,3.8,1.1,1.0,5.5,412,19.3,3.46,B,394408,Ahmad Ginting
SRT-004472,2026-03-16,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,C,Inti,KH 5574 DB,Darto Sanjaya,692,8.5,95.3,2.5,2.1,0.2,4.1,721,21.4,3.77,B,466229,Tono Lubis
SRT-004473,2026-03-16,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,B,Plasma,KH 3718 GD,Latif Simanjuntak,472,7.48,94.2,2.4,3.1,0.2,3.0,503,18.8,3.49,B,289990,Yuli Dalimunthe
SRT-004474,2026-03-16,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,F,Plasma,KH 6476 GK,Joko Sitompul,440,8.42,92.1,4.1,3.6,0.2,2.7,760,15.5,3.4,B,433105,Iwan Prasetyo
SRT-004475,2026-03-16,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,B,Plasma,KH 9713 EJ,Dedi Sitompul,472,5.92,92.4,3.5,2.4,1.6,1.4,419,24.7,3.9,B,439249,Imam Kurniawan
SRT-004476,2026-03-16,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,D,Inti,KH 8027 FH,Zainal Nugroho,654,7.85,89.1,3.8,6.7,0.4,3.2,473,15.9,3.02,B,357697,Deni Saragih
SRT-004477,2026-03-16,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,B,Plasma,KH 7295 GA,Dedi Maulana,477,6.31,93.1,3.1,3.3,0.5,2.7,403,6.8,2.68,B,297525,Gilang Mangunsong
SRT-004478,2026-03-17,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,B,Inti,KH 5965 EE,Joko Yusril,503,6.65,90.8,3.7,4.7,0.8,2.2,661,21.5,3.72,B,545280,Ahmad Rachman
SRT-004479,2026-03-17,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,C,Plasma,KH 9806 DB,Guntur Hutapea,463,6.57,89.6,3.9,5.5,1.1,3.9,689,14.7,3.18,B,338570,Wagimin Tarigan
SRT-004480,2026-03-17,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,F,Plasma,KH 5148 BD,Bambang Fauzi,440,7.0,95.7,1.4,1.5,1.4,2.8,444,14.0,3.14,A,0,Teguh Hartanto
SRT-004481,2026-03-17,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,F,Plasma,KH 4778 BK,Sri Barus,510,9.12,93.4,4.7,1.4,0.5,3.7,574,9.2,2.87,B,419830,Yusuf Mangunsong
SRT-004482,2026-03-17,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,F,Inti,KH 4028 BD,Lestari Yusril,359,6.66,92.1,4.0,3.1,0.8,3.4,610,4.7,2.66,B,420743,Nanda Utomo
SRT-004483,2026-03-17,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,B,Inti,KH 6248 JC,Guntur Ginting,318,5.87,91.4,4.3,3.9,0.4,2.0,387,12.6,3.19,B,452190,Lukman Suhendra
SRT-004484,2026-03-17,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,B,Plasma,KH 1773 HF,Fajar Adiputra,393,6.42,91.2,3.7,4.5,0.6,2.3,512,21.4,3.61,B,386484,Hendra Yusril
SRT-004485,2026-03-17,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,D,Plasma,KH 4565 DJ,Kasno Siregar,428,7.6,89.7,4.7,3.8,1.8,2.5,713,7.7,2.9,B,267790,Hadi Maulana
SRT-004486,2026-03-17,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,B,Inti,KH 1796 HE,Siti Maulana,471,6.88,93.0,2.9,4.1,0.0,3.0,525,11.7,2.67,A,0,Wahyu Adiputra
SRT-004487,2026-03-18,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,E,Inti,KH 3273 AC,Zulkifli Dalimunthe,399,7.56,92.0,2.6,3.9,1.5,3.1,489,12.6,2.92,A,0,Jefri Ginting
SRT-004488,2026-03-18,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,B,Inti,KH 8204 DH,Oki Adiputra,354,5.63,94.7,2.2,2.0,1.1,1.4,506,18.7,3.81,B,207749,Parjono Tarigan
SRT-004489,2026-03-18,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,D,Inti,KH 8593 HF,Kasno Handoko,373,7.42,95.8,2.4,1.4,0.4,1.1,518,11.1,2.69,A,0,Feri Sudarmono
SRT-004490,2026-03-18,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,C,Inti,KH 6696 BG,Wardi Sembiring,409,7.6,90.2,3.7,5.6,0.5,2.6,691,17.1,3.91,B,460194,Dedi Tampubolon
SRT-004491,2026-03-18,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,B,Plasma,KH 5265 AG,Ade Yusril,461,8.2,92.8,3.9,3.0,0.3,3.5,773,6.7,2.54,B,395875,Agus Mahendra
SRT-004492,2026-03-18,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,E,Plasma,KH 8453 HB,Sri Yusril,633,8.95,90.1,3.5,5.9,0.5,2.8,895,10.0,2.84,B,593642,Darto Panjaitan
SRT-004493,2026-03-18,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,F,Inti,KH 1043 FG,Darto Nugroho,603,7.27,96.2,0.5,3.0,0.2,1.7,660,16.8,2.99,A,0,Riko Fauzi
SRT-004494,2026-03-18,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,F,Plasma,KH 5260 KD,Nasrul Hartanto,521,8.42,96.2,1.9,1.4,0.5,1.6,678,14.3,3.34,A,0,Joko Nasution
SRT-004495,2026-03-18,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,B,Inti,KH 6487 HG,Agus Siregar,430,7.37,93.2,2.6,3.2,1.0,0.9,713,4.0,2.29,A,0,Darto Anggara
SRT-004496,2026-03-19,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,E,Plasma,KH 4966 JE,Sri Pratama,471,8.79,90.9,2.6,5.2,1.3,3.2,948,2.5,2.54,A,0,Nurdin Sagala
SRT-004497,2026-03-19,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,E,Inti,KH 3996 BJ,Rahmat Mangunsong,482,8.64,93.6,0.8,3.8,1.8,2.0,838,8.6,2.7,A,0,Riko Bahari
SRT-004498,2026-03-19,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,B,Inti,KH 7053 BA,Teguh Bahari,717,8.44,95.7,2.8,1.2,0.2,2.2,927,14.8,3.05,A,0,Usman Maulana
SRT-004499,2026-03-19,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,A,Inti,KH 3698 HE,Gunawan Nasution,393,5.79,98.2,1.6,0.0,0.2,1.2,485,4.5,2.37,A,0,Yanto Lubis
SRT-004500,2026-03-19,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,A,Plasma,KH 4136 BA,Slamet Ginting,548,6.65,95.4,2.0,1.6,1.0,2.3,438,9.7,3.02,A,0,Jumadi Ismail
SRT-004501,2026-03-19,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,D,Inti,KH 5085 BE,Ade Firdaus,440,6.9,95.4,0.8,2.8,1.0,4.3,515,16.8,3.41,A,0,Iwan Tarigan
SRT-004502,2026-03-19,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,B,Plasma,KH 1754 FK,Nanda Barus,392,7.49,92.3,4.0,3.7,0.0,2.6,790,9.1,3.08,B,522504,Rahmat Tampubolon
SRT-004503,2026-03-19,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,C,Inti,KH 4664 DC,Marwan Purba,608,7.9,94.8,2.1,2.8,0.3,1.0,786,9.9,2.77,A,0,Guntur Suhendra
SRT-004504,2026-03-19,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,A,Inti,KH 9399 AB,Tarno Pratama,471,8.56,97.2,0.0,2.3,0.4,0.4,573,16.8,3.22,A,0,Paiman Rachman
SRT-004505,2026-03-19,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,E,Plasma,KH 8311 HK,Siti Wibowo,585,8.47,93.4,1.8,3.9,0.9,2.2,643,13.5,3.2,A,0,Hadi Sudarmono
SRT-004506,2026-03-20,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,D,Inti,KH 4105 CE,Riko Rachman,455,8.95,94.2,2.4,2.8,0.6,1.2,794,11.9,3.08,A,0,Nanda Mahendra
SRT-004507,2026-03-20,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,E,Plasma,KH 3194 BE,Hadi Gunadi,305,5.55,93.6,2.0,4.1,0.3,4.5,570,20.0,3.6,B,377670,Yusuf Sanjaya
SRT-004508,2026-03-20,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,A,Inti,KH 3493 AF,Hadi Sembiring,349,6.81,91.7,2.3,5.4,0.5,2.9,593,16.3,3.23,A,0,Candra Handoko
SRT-004509,2026-03-20,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,D,Inti,KH 8392 DB,Bambang Sagala,505,5.85,94.3,1.6,3.0,1.1,2.0,639,8.2,2.71,A,0,Zulkifli Pratama
SRT-004510,2026-03-20,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,F,Plasma,KH 8589 GA,Ahmad Siregar,520,7.6,92.4,4.4,3.0,0.3,1.7,799,19.1,3.73,B,677590,Oki Prasetyo
SRT-004511,2026-03-20,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,B,Inti,KH 4421 BH,Kurnia Anggara,392,6.44,92.2,3.3,2.6,1.9,2.7,685,5.2,2.35,B,562911,Krisna Situmorang
SRT-004512,2026-03-20,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,B,Plasma,KH 1141 JG,Zainal Fauzi,452,8.93,92.9,2.5,3.0,1.6,2.4,848,18.8,3.5,B,585510,Yusuf Ismail
SRT-004513,2026-03-20,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,A,Inti,KH 6377 JG,Jumadi Siregar,371,7.23,91.6,2.3,5.2,0.9,3.3,788,11.6,3.19,A,0,Jefri Ginting
SRT-004514,2026-03-20,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,A,Inti,KH 1797 BD,Maman Suhendra,416,5.53,92.9,2.8,4.0,0.3,3.7,530,11.6,3.17,A,0,Slamet Suhendra
SRT-004515,2026-03-20,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,A,Inti,KH 3613 JE,Kurnia Ginting,416,5.72,92.6,3.3,3.2,0.9,2.1,618,23.0,3.78,B,327476,Krisna Sitompul
SRT-004516,2026-03-20,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,F,Inti,KH 8191 DA,Darto Prasetyo,335,5.82,91.7,2.5,5.5,0.3,4.0,453,13.5,3.32,A,0,Yusuf Tampubolon
SRT-004517,2026-03-20,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,D,Plasma,KH 4482 GF,Lestari Pratama,413,7.6,96.4,1.7,0.8,1.0,2.8,686,12.0,2.91,A,0,Siti Saragih
SRT-004518,2026-03-21,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,B,Inti,KH 1571 FD,Marwan Utomo,609,8.2,92.0,2.2,4.8,0.9,0.3,790,14.7,3.14,A,0,Candra Utomo
SRT-004519,2026-03-21,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,B,Inti,KH 8241 DC,Zulkifli Mahendra,513,7.4,90.5,3.5,5.5,0.6,3.8,682,18.3,3.52,B,340083,Feri Ginting
SRT-004520,2026-03-21,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,D,Plasma,KH 3654 AB,Deni Sudarmono,520,7.79,91.5,3.6,4.2,0.7,2.2,800,11.2,3.13,B,421594,Bambang Adiputra
SRT-004521,2026-03-21,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,A,Plasma,KH 8643 JA,Usman Pratama,432,5.71,94.2,2.1,2.8,0.8,2.7,605,16.5,3.37,A,0,Jumadi Situmorang
SRT-004522,2026-03-21,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,E,Plasma,KH 8349 DK,Paiman Hutapea,381,7.45,91.2,0.6,7.2,1.1,1.7,733,21.1,3.84,B,621757,Hendra Purba
SRT-004523,2026-03-21,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,F,Inti,KH 4000 AB,Firman Tampubolon,475,6.0,92.1,1.9,4.9,1.1,4.0,360,17.7,3.72,A,0,Hendra Siregar
SRT-004524,2026-03-21,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,F,Inti,KH 3923 EB,Wulan Bahari,316,6.05,94.6,2.2,2.9,0.3,4.1,427,26.1,3.92,B,383352,Krisna Hutapea
SRT-004525,2026-03-21,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,D,Inti,KH 5336 AE,Latif Ramadhan,364,7.09,93.5,2.2,3.7,0.6,3.1,639,21.0,3.66,B,614695,Iwan Sinaga
SRT-004526,2026-03-21,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,F,Plasma,KH 8721 EE,Zulkifli Sianturi,346,6.86,94.0,2.2,3.4,0.4,3.0,561,21.7,3.81,B,349708,Siti Sagala
SRT-004527,2026-03-21,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,C,Plasma,KH 4210 EJ,Paiman Saputra,386,6.87,90.3,3.7,4.9,1.1,1.7,720,11.0,2.73,B,275525,Wulan Setiawan
SRT-004528,2026-03-21,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,A,Inti,KH 5052 DG,Dewi Pratama,439,8.73,94.1,2.6,3.1,0.2,2.5,789,18.8,3.34,B,674003,Kurnia Fauzi
SRT-004529,2026-03-23,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,A,Inti,KH 5318 JG,Wardi Maulana,493,7.59,94.8,2.7,1.7,0.8,1.5,728,15.7,2.9,A,0,Imam Purba
SRT-004530,2026-03-23,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,C,Inti,KH 2839 BA,Latif Panjaitan,765,8.78,90.7,4.5,4.8,0.0,1.3,769,18.3,3.49,B,459946,Wulan Sitompul
SRT-004531,2026-03-23,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,C,Plasma,KH 5129 AB,Umar Ramadhan,296,5.56,93.5,3.5,1.4,1.6,3.4,482,8.0,2.7,B,411910,Maman Sitompul
SRT-004532,2026-03-23,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,D,Plasma,KH 5313 DG,Feri Mangunsong,280,5.52,92.7,1.9,5.0,0.5,2.5,427,10.2,2.9,A,0,Edi Simanjuntak
SRT-004533,2026-03-23,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,E,Inti,KH 3337 DA,Wardi Barus,642,7.2,94.1,0.8,4.6,0.6,2.6,550,10.9,3.27,A,0,Deni Butar-butar
SRT-004534,2026-03-23,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,C,Plasma,KH 5684 KJ,Latif Barus,493,7.64,93.5,3.5,2.6,0.4,1.8,771,19.3,3.67,B,522658,Usman Sudarmono
SRT-004535,2026-03-23,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,F,Inti,KH 4173 CC,Yuli Simanjuntak,742,8.9,92.2,4.9,2.0,0.9,3.0,597,15.0,3.26,B,752869,Wardi Effendi
SRT-004536,2026-03-23,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,B,Plasma,KH 3565 BE,Riko Ismail,354,6.61,92.0,2.7,4.6,0.7,0.9,468,17.2,3.59,A,0,Mulyadi Hartanto
SRT-004537,2026-03-23,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,B,Plasma,KH 3936 JB,Rudi Anggara,422,6.35,91.0,2.3,5.5,1.2,1.8,415,11.9,3.2,A,0,Marwan Purba
SRT-004538,2026-03-23,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,C,Plasma,KH 4181 HD,Jefri Nasution,536,8.92,95.9,2.2,1.8,0.0,0.8,766,19.0,3.91,B,647880,Ade Nasution
SRT-004539,2026-03-23,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,A,Inti,KH 8214 BE,Latif Sembiring,502,8.53,91.6,3.6,3.8,1.0,1.8,737,11.7,3.19,B,498517,Parjono Purba
SRT-004540,2026-03-23,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,C,Inti,KH 7509 EJ,Hadi Nasution,389,6.83,91.5,3.8,4.7,0.0,2.0,737,4.4,2.24,B,431951,Parjono Wijaya
SRT-004541,2026-03-23,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,A,Inti,KH 3997 FE,Samsul Sitompul,400,6.63,91.7,2.2,5.3,0.7,1.4,651,18.4,3.64,B,583879,Iwan Simanjuntak
SRT-004542,2026-03-23,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,D,Inti,KH 9570 DG,Sri Setiawan,365,6.17,94.2,1.5,3.5,0.8,1.6,374,13.6,3.1,A,0,Yuli Effendi
SRT-004543,2026-03-24,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,C,Inti,KH 6457 FC,Imam Saragih,431,8.0,92.9,3.1,3.3,0.7,0.0,821,19.3,3.36,B,505081,Teguh Tampubolon
SRT-004544,2026-03-24,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,B,Plasma,KH 2506 GK,Yohanes Maulana,561,8.99,90.0,3.0,6.2,0.8,2.8,802,12.8,3.2,B,435423,Yohanes Kurniawan
SRT-004545,2026-03-24,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,C,Inti,KH 9930 BG,Guntur Sinaga,347,5.51,95.6,2.2,1.9,0.3,3.1,393,10.2,2.87,A,0,Marwan Manurung
SRT-004546,2026-03-24,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,C,Inti,KH 8108 KK,Rudi Ismail,709,9.12,95.0,1.1,3.2,0.6,2.1,856,7.2,2.71,A,0,Tono Setiawan
SRT-004547,2026-03-24,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,C,Inti,KH 7357 CB,Feri Damanik,386,7.09,93.1,0.3,5.9,0.8,1.6,562,16.9,3.21,A,0,Wagimin Kurniawan
SRT-004548,2026-03-24,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,D,Inti,KH 7374 DJ,Untung Sinaga,545,7.87,88.4,3.8,7.8,0.0,1.1,617,6.4,2.75,B,630902,Endang Silalahi
SRT-004549,2026-03-24,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,D,Plasma,KH 8399 JG,Yuli Prasetyo,579,7.29,96.2,2.0,1.8,0.0,1.7,716,12.4,2.86,A,0,Joko Siregar
SRT-004550,2026-03-24,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,E,Plasma,KH 8755 DH,Imam Wibowo,462,8.47,93.9,2.6,3.5,0.0,3.1,883,6.7,2.65,A,0,Sri Siregar
SRT-004551,2026-03-24,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,C,Plasma,KH 8940 CB,Marwan Purba,437,5.72,95.4,1.2,1.9,1.5,1.0,591,13.8,3.18,A,0,Gunawan Maulana
SRT-004552,2026-03-24,3,Mar,PKS Rokan Jaya,Riau,KPS,Estate Kampar Sentosa,F,Plasma,KH 3494 KD,Feri Sudarmono,743,8.41,95.9,2.8,0.8,0.4,2.1,907,24.7,4.0,B,580502,Wahyu Hutapea
SRT-004553,2026-03-24,3,Mar,PKS Rokan Jaya,Riau,RKJ,Estate Rokan Jaya,B,Inti,KH 2999 HE,Guntur Saragih,563,8.78,91.2,3.9,4.4,0.5,3.8,735,16.8,3.3,B,720050,Bayu Dalimunthe
