PemanenID,NamaPemanen,EstateKode,Estate,Wilayah,Afdeling,Mandor,Asisten,TanggalMasuk,MasaKerjaBulan,StatusKaryawan,HancakHa
PMN-0336,Rudi Halim,MRA,Estate Muara Alam,Kalimantan Tengah,C,Irwan Sitompul,Gunawan Prasetyo,2018-01-05,104,SKU,14.4
PMN-0337,Yohanes Butar-butar,MRA,Estate Muara Alam,Kalimantan Tengah,C,Wagimin Ramadhan,Gunawan Prasetyo,2025-10-29,9,SKU,22.6
PMN-0338,Sutrisno Adiputra,MRA,Estate Muara Alam,Kalimantan Tengah,C,Wagimin Ramadhan,Gunawan Prasetyo,2022-03-06,53,SKU,14.0
PMN-0339,Deni Dalimunthe,MRA,Estate Muara Alam,Kalimantan Tengah,C,Wagimin Ramadhan,Gunawan Prasetyo,2025-08-26,11,SKU,19.6
PMN-0340,Wahyu Gunadi,MRA,Estate Muara Alam,Kalimantan Tengah,C,Irwan Sitompul,Gunawan Prasetyo,2025-05-20,14,SKU,21.1
PMN-0341,Rahmat Adiputra,MRA,Estate Muara Alam,Kalimantan Tengah,C,Slamet Sanjaya,Gunawan Prasetyo,2019-09-23,83,SKU,22.5
PMN-0342,Kasno Handoko,MRA,Estate Muara Alam,Kalimantan Tengah,C,Irwan Sitompul,Gunawan Prasetyo,2018-03-30,101,BHL,20.1
PMN-0343,Ahmad Harahap,MRA,Estate Muara Alam,Kalimantan Tengah,C,Irwan Sitompul,Gunawan Prasetyo,2026-01-25,6,SKU,17.2
PMN-0344,Gunawan Saragih,MRA,Estate Muara Alam,Kalimantan Tengah,C,Wagimin Ramadhan,Gunawan Prasetyo,2017-02-09,115,SKU,22.5
PMN-0345,Jumadi Adiputra,MRA,Estate Muara Alam,Kalimantan Tengah,C,Slamet Sanjaya,Gunawan Prasetyo,2025-11-16,8,BHL,22.5
PMN-0346,Candra Silalahi,MRA,Estate Muara Alam,Kalimantan Tengah,C,Slamet Sanjaya,Gunawan Prasetyo,2024-09-21,22,BHL,22.0
PMN-0347,Irwan Santoso,MRA,Estate Muara Alam,Kalimantan Tengah,C,Wagimin Ramadhan,Gunawan Prasetyo,2017-01-04,116,SKU,22.5
PMN-0348,Bayu Manurung,MRA,Estate Muara Alam,Kalimantan Tengah,C,Slamet Sanjaya,Gunawan Prasetyo,2026-03-09,4,BHL,20.5
PMN-0349,Imam Nugroho,MRA,Estate Muara Alam,Kalimantan Tengah,C,Wagimin Ramadhan,Gunawan Prasetyo,2013-11-18,154,SKU,16.0
PMN-0350,Wardi Nugroho,MRA,Estate Muara Alam,Kalimantan Tengah,D,Sutrisno Situmorang,Jefri Anggara,2012-01-30,176,BHL,19.9
PMN-0351,Budi Fauzi,MRA,Estate Muara Alam,Kalimantan Tengah,D,Sutrisno Situmorang,Jefri Anggara,2020-07-11,73,SKU,14.7
PMN-0352,Tarno Sagala,MRA,Estate Muara Alam,Kalimantan Tengah,D,Usman Tarigan,Jefri Anggara,2025-10-28,9,BHL,21.1
PMN-0353,Eko Gunadi,MRA,Estate Muara Alam,Kalimantan Tengah,D,Sutrisno Situmorang,Jefri Anggara,2025-05-26,14,SKU,24.2
PMN-0354,Fajar Hartanto,MRA,Estate Muara Alam,Kalimantan Tengah,D,Marwan Halim,Jefri Anggara,2020-03-14,77,SKU,25.1
PMN-0355,Paiman Mahendra,MRA,Estate Muara Alam,Kalimantan Tengah,D,Marwan Halim,Jefri Anggara,2025-04-26,15,SKU,21.5
PMN-0356,Paiman Ismail,MRA,Estate Muara Alam,Kalimantan Tengah,D,Marwan Halim,Jefri Anggara,2016-05-14,124,SKU,23.0
PMN-0357,Ahmad Kurniawan,MRA,Estate Muara Alam,Kalimantan Tengah,D,Sutrisno Situmorang,Jefri Anggara,2026-05-12,2,SKU,21.7
PMN-0358,Hendra Dalimunthe,MRA,Estate Muara Alam,Kalimantan Tengah,D,Usman Tarigan,Jefri Anggara,2026-01-21,6,SKU,18.7
PMN-0359,Bayu Maulana,MRA,Estate Muara Alam,Kalimantan Tengah,D,Usman Tarigan,Jefri Anggara,2017-12-10,105,SKU,17.3
PMN-0360,Firman Siregar,MRA,Estate Muara Alam,Kalimantan Tengah,D,Usman Tarigan,Jefri Anggara,2024-12-14,19,SKU,16.0
PMN-0361,Feri Fauzi,MRA,Estate Muara Alam,Kalimantan Tengah,D,Marwan Halim,Jefri Anggara,2012-04-10,174,BHL,22.3
PMN-0362,Gunawan Pratama,MRA,Estate Muara Alam,Kalimantan Tengah,D,Marwan Halim,Jefri Anggara,2021-08-04,60,SKU,16.4
PMN-0363,Hadi Situmorang,MRA,Estate Muara Alam,Kalimantan Tengah,D,Marwan Halim,Jefri Anggara,2018-03-26,101,SKU,20.4
PMN-0364,Eko Effendi,MRA,Estate Muara Alam,Kalimantan Tengah,D,Usman Tarigan,Jefri Anggara,2025-12-29,7,BHL,20.2
PMN-0365,Lestari Mangunsong,MRA,Estate Muara Alam,Kalimantan Tengah,D,Sutrisno Situmorang,Jefri Anggara,2013-06-07,160,SKU,20.9
PMN-0366,Eko Sinaga,MRA,Estate Muara Alam,Kalimantan Tengah,D,Sutrisno Situmorang,Jefri Anggara,2022-08-28,47,SKU,19.6
PMN-0367,Marwan Gunadi,MRA,Estate Muara Alam,Kalimantan Tengah,D,Marwan Halim,Jefri Anggara,2016-02-10,127,SKU,18.2
PMN-0368,Agus Handoko,MRA,Estate Muara Alam,Kalimantan Tengah,D,Sutrisno Situmorang,Jefri Anggara,2025-03-30,16,BHL,14.7
PMN-0369,Wahyu Butar-butar,MRA,Estate Muara Alam,Kalimantan Tengah,D,Usman Tarigan,Jefri Anggara,2012-06-13,172,SKU,22.6
PMN-0370,Joko Kurniawan,MRA,Estate Muara Alam,Kalimantan Tengah,E,Nurdin Tarigan,Sutrisno Lubis,2016-06-04,123,BHL,14.9
PMN-0371,Jumadi Nugroho,MRA,Estate Muara Alam,Kalimantan Tengah,E,Lestari Sembiring,Sutrisno Lubis,2018-06-18,98,BHL,15.2
PMN-0372,Mulyadi Adiputra,MRA,Estate Muara Alam,Kalimantan Tengah,E,Samsul Nugroho,Sutrisno Lubis,2025-09-12,10,BHL,20.0
PMN-0373,Teguh Halim,MRA,Estate Muara Alam,Kalimantan Tengah,E,Nurdin Tarigan,Sutrisno Lubis,2026-02-13,5,SKU,25.9
PMN-0374,Fajar Sembiring,MRA,Estate Muara Alam,Kalimantan Tengah,E,Nurdin Tarigan,Sutrisno Lubis,2017-01-01,116,SKU,20.6
PMN-0375,Slamet Saputra,MRA,Estate Muara Alam,Kalimantan Tengah,E,Nurdin Tarigan,Sutrisno Lubis,2026-03-03,5,SKU,14.2
PMN-0376,Bayu Simanjuntak,MRA,Estate Muara Alam,Kalimantan Tengah,E,Nurdin Tarigan,Sutrisno Lubis,2021-12-19,56,BHL,19.7
PMN-0377,Hendra Sagala,MRA,Estate Muara Alam,Kalimantan Tengah,E,Lestari Sembiring,Sutrisno Lubis,2026-05-22,2,BHL,18.4
PMN-0378,Gunawan Purba,MRA,Estate Muara Alam,Kalimantan Tengah,E,Nurdin Tarigan,Sutrisno Lubis,2022-08-11,48,SKU,23.0
PMN-0379,Usman Nasution,MRA,Estate Muara Alam,Kalimantan Tengah,E,Lestari Sembiring,Sutrisno Lubis,2024-10-25,21,SKU,23.3
PMN-0380,Usman Manurung,MRA,Estate Muara Alam,Kalimantan Tengah,E,Lestari Sembiring,Sutrisno Lubis,2023-07-09,37,SKU,24.7
PMN-0381,Edi Sianturi,MRA,Estate Muara Alam,Kalimantan Tengah,E,Lestari Sembiring,Sutrisno Lubis,2024-11-05,21,SKU,25.7
PMN-0382,Deni Sudarmono,MRA,Estate Muara Alam,Kalimantan Tengah,E,Nurdin Tarigan,Sutrisno Lubis,2026-03-21,4,SKU,16.8
PMN-0383,Wardi Pratama,MRA,Estate Muara Alam,Kalimantan Tengah,E,Samsul Nugroho,Sutrisno Lubis,2026-01-16,6,SKU,24.5
PMN-0384,Hendra Hartanto,MRA,Estate Muara Alam,Kalimantan Tengah,E,Samsul Nugroho,Sutrisno Lubis,2018-02-06,103,BHL,14.3
PMN-0385,Yuli Situmorang,MRA,Estate Muara Alam,Kalimantan Tengah,E,Samsul Nugroho,Sutrisno Lubis,2026-05-17,2,BHL,25.0
PMN-0386,Latif Rachman,MRA,Estate Muara Alam,Kalimantan Tengah,E,Lestari Sembiring,Sutrisno Lubis,2014-04-05,150,SKU,22.8
PMN-0387,Yanto Purba,MRA,Estate Muara Alam,Kalimantan Tengah,E,Lestari Sembiring,Sutrisno Lubis,2017-12-25,104,SKU,16.3
PMN-0388,Darto Hutapea,MRA,Estate Muara Alam,Kalimantan Tengah,E,Lestari Sembiring,Sutrisno Lubis,2026-01-11,6,SKU,18.5
PMN-0389,Riko Manurung,MRA,Estate Muara Alam,Kalimantan Tengah,E,Lestari Sembiring,Sutrisno Lubis,2025-09-14,10,BHL,19.0
PMN-0390,Sri Rachman,MRA,Estate Muara Alam,Kalimantan Tengah,E,Nurdin Tarigan,Sutrisno Lubis,2017-09-26,107,BHL,22.6
PMN-0391,Umar Butar-butar,MRA,Estate Muara Alam,Kalimantan Tengah,E,Samsul Nugroho,Sutrisno Lubis,2024-10-24,21,SKU,15.5
PMN-0392,Mulyadi Kurniawan,MRA,Estate Muara Alam,Kalimantan Tengah,E,Samsul Nugroho,Sutrisno Lubis,2022-08-09,48,BHL,15.4
PMN-0393,Marwan Suhendra,MRA,Estate Muara Alam,Kalimantan Tengah,E,Samsul Nugroho,Sutrisno Lubis,2019-08-06,85,SKU,24.3
PMN-0394,Agus Dalimunthe,MRA,Estate Muara Alam,Kalimantan Tengah,F,Nanda Nasution,Joko Lubis,2026-03-08,4,SKU,23.1
PMN-0395,Feri Yusril,MRA,Estate Muara Alam,Kalimantan Tengah,F,Nanda Nasution,Joko Lubis,2014-11-06,142,SKU,25.2
PMN-0396,Herman Sianturi,MRA,Estate Muara Alam,Kalimantan Tengah,F,Agus Adiputra,Joko Lubis,2025-02-16,17,SKU,21.0
PMN-0397,Tono Sembiring,MRA,Estate Muara Alam,Kalimantan Tengah,F,Jumadi Ginting,Joko Lubis,2023-06-27,37,BHL,16.0
PMN-0398,Marwan Sianturi,MRA,Estate Muara Alam,Kalimantan Tengah,F,Agus Adiputra,Joko Lubis,2024-12-14,19,BHL,14.7
PMN-0399,Candra Pratama,MRA,Estate Muara Alam,Kalimantan Tengah,F,Agus Adiputra,Joko Lubis,2020-05-28,75,SKU,19.6
PMN-0400,Teguh Sembiring,MRA,Estate Muara Alam,Kalimantan Tengah,F,Jumadi Ginting,Joko Lubis,2024-07-20,24,SKU,23.3
PMN-0401,Imam Manurung,MRA,Estate Muara Alam,Kalimantan Tengah,F,Nanda Nasution,Joko Lubis,2012-02-25,175,BHL,19.9
PMN-0402,Nanda Nasution,MRA,Estate Muara Alam,Kalimantan Tengah,F,Agus Adiputra,Joko Lubis,2012-05-21,172,BHL,18.3
PMN-0403,Feri Harahap,MRA,Estate Muara Alam,Kalimantan Tengah,F,Jumadi Ginting,Joko Lubis,2017-07-31,109,BHL,25.1
PMN-0404,Candra Gunadi,MRA,Estate Muara Alam,Kalimantan Tengah,F,Agus Adiputra,Joko Lubis,2025-12-03,8,BHL,22.7
PMN-0405,Latif Kurniawan,MRA,Estate Muara Alam,Kalimantan Tengah,F,Nanda Nasution,Joko Lubis,2014-11-27,142,SKU,25.2
PMN-0406,Darto Kurniawan,MRA,Estate Muara Alam,Kalimantan Tengah,F,Nanda Nasution,Joko Lubis,2013-09-12,156,BHL,21.2
PMN-0407,Jefri Harahap,MRA,Estate Muara Alam,Kalimantan Tengah,F,Nanda Nasution,Joko Lubis,2025-04-18,15,BHL,19.5
PMN-0408,Endang Setiawan,MRA,Estate Muara Alam,Kalimantan Tengah,F,Agus Adiputra,Joko Lubis,2025-03-16,16,SKU,25.4
PMN-0409,Lukman Firdaus,MRA,Estate Muara Alam,Kalimantan Tengah,F,Jumadi Ginting,Joko Lubis,2018-12-02,93,SKU,14.0
PMN-0410,Lestari Gunadi,MRA,Estate Muara Alam,Kalimantan Tengah,F,Nanda Nasution,Joko Lubis,2024-12-19,19,SKU,17.0
PMN-0411,Sutrisno Pratama,MRA,Estate Muara Alam,Kalimantan Tengah,F,Agus Adiputra,Joko Lubis,2012-11-30,166,BHL,22.0
PMN-0412,Tono Nugroho,MRA,Estate Muara Alam,Kalimantan Tengah,F,Nanda Nasution,Joko Lubis,2024-07-04,25,BHL,17.2
PMN-0413,Wulan Ismail,MRA,Estate Muara Alam,Kalimantan Tengah,F,Jumadi Ginting,Joko Lubis,2024-02-24,29,BHL,19.6
PMN-0414,Gunawan Silalahi,MRA,Estate Muara Alam,Kalimantan Tengah,F,Nanda Nasution,Joko Lubis,2026-01-15,6,SKU,21.0
PMN-0415,Kasno Anggara,MRA,Estate Muara Alam,Kalimantan Tengah,F,Jumadi Ginting,Joko Lubis,2024-09-25,22,BHL,23.9
PMN-0416,Hendra Effendi,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Feri Kurniawan,Usman Siregar,2026-02-21,5,SKU,23.3
PMN-0417,Umar Silalahi,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Feri Kurniawan,Usman Siregar,2025-08-10,11,SKU,17.9
PMN-0418,Wagimin Ramadhan,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Sri Santoso,Usman Siregar,2016-12-29,116,BHL,24.6
PMN-0419,Priyo Lubis,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Gilang Situmorang,Usman Siregar,2016-03-03,126,SKU,17.4
PMN-0420,Kurnia Ismail,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Feri Kurniawan,Usman Siregar,2013-12-17,153,SKU,16.1
PMN-0421,Irwan Nasution,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Feri Kurniawan,Usman Siregar,2026-05-10,2,SKU,25.5
PMN-0422,Maman Gunadi,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Feri Kurniawan,Usman Siregar,2024-09-04,23,SKU,20.4
PMN-0423,Rahmat Lubis,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Sri Santoso,Usman Siregar,2012-04-28,173,SKU,20.1
PMN-0424,Siti Hutapea,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Gilang Situmorang,Usman Siregar,2017-03-08,114,SKU,20.1
PMN-0425,Parjono Sitompul,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Feri Kurniawan,Usman Siregar,2026-01-09,6,BHL,25.6
PMN-0426,Jefri Fauzi,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Feri Kurniawan,Usman Siregar,2024-08-05,24,BHL,17.3
PMN-0427,Agus Dalimunthe,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Gilang Situmorang,Usman Siregar,2017-08-01,109,SKU,16.0
PMN-0428,Deni Sianturi,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Gilang Situmorang,Usman Siregar,2017-03-28,113,SKU,22.7
PMN-0429,Dewi Ramadhan,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Gilang Situmorang,Usman Siregar,2020-05-16,75,SKU,17.8
PMN-0430,Wahyu Situmorang,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Sri Santoso,Usman Siregar,2026-04-30,3,BHL,14.2
PMN-0431,Bambang Mahendra,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Gilang Situmorang,Usman Siregar,2026-06-23,1,SKU,18.9
PMN-0432,Latif Butar-butar,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Feri Kurniawan,Usman Siregar,2025-06-27,13,SKU,22.3
PMN-0433,Gilang Nasution,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Gilang Situmorang,Usman Siregar,2026-03-14,4,SKU,15.0
PMN-0434,Priyo Sanjaya,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Gilang Situmorang,Usman Siregar,2024-11-04,21,SKU,15.4
PMN-0435,Usman Gunadi,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Feri Kurniawan,Usman Siregar,2020-06-16,74,SKU,17.1
PMN-0436,Sri Bahari,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Feri Kurniawan,Usman Siregar,2013-03-27,162,SKU,25.6
PMN-0437,Deni Ismail,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Gilang Situmorang,Usman Siregar,2022-11-07,45,SKU,14.2
PMN-0438,Maman Pratama,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Yusuf Saputra,Tarno Hutapea,2020-05-28,75,BHL,16.5
PMN-0439,Krisna Barus,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Yuli Suhendra,Tarno Hutapea,2013-07-02,159,BHL,26.0
PMN-0440,Kasno Fauzi,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Yuli Suhendra,Tarno Hutapea,2025-12-20,7,SKU,25.6
PMN-0441,Bayu Santoso,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Ratna Simanjuntak,Tarno Hutapea,2013-04-04,162,SKU,20.9
PMN-0442,Siti Kusuma,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Yusuf Saputra,Tarno Hutapea,2015-02-19,139,SKU,23.2
PMN-0443,Fajar Sanjaya,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Yusuf Saputra,Tarno Hutapea,2019-03-10,90,SKU,24.8
PMN-0444,Imam Adiputra,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Ratna Simanjuntak,Tarno Hutapea,2022-04-20,52,BHL,22.4
PMN-0445,Tono Maulana,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Ratna Simanjuntak,Tarno Hutapea,2025-04-17,15,SKU,17.8
PMN-0446,Gilang Mahendra,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Yusuf Saputra,Tarno Hutapea,2025-10-27,9,SKU,25.3
PMN-0447,Feri Sianturi,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Yuli Suhendra,Tarno Hutapea,2025-10-14,9,SKU,22.1
PMN-0448,Dedi Silalahi,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Yusuf Saputra,Tarno Hutapea,2012-10-18,167,SKU,15.4
PMN-0449,Gunawan Nasution,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Yusuf Saputra,Tarno Hutapea,2024-10-29,21,SKU,14.1
PMN-0450,Hadi Saputra,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Ratna Simanjuntak,Tarno Hutapea,2026-01-28,6,SKU,18.6
PMN-0451,Oki Sitompul,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Yuli Suhendra,Tarno Hutapea,2022-05-29,50,SKU,23.2
PMN-0452,Priyo Tampubolon,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Yusuf Saputra,Tarno Hutapea,2016-02-01,127,SKU,14.5
PMN-0453,Wulan Saputra,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Yusuf Saputra,Tarno Hutapea,2021-10-20,58,BHL,20.1
PMN-0454,Budi Sagala,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Yuli Suhendra,Tarno Hutapea,2017-07-16,110,SKU,15.9
PMN-0455,Firman Hutapea,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Yuli Suhendra,Tarno Hutapea,2016-09-08,120,SKU,18.2
PMN-0456,Eko Sagala,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Ratna Simanjuntak,Tarno Hutapea,2018-01-27,103,BHL,23.1
PMN-0457,Dedi Sagala,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Ratna Simanjuntak,Tarno Hutapea,2025-09-27,10,SKU,24.9
PMN-0458,Eko Wijaya,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Yuli Suhendra,Tarno Hutapea,2012-06-03,172,SKU,15.3
PMN-0459,Candra Setiawan,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Yuli Suhendra,Tarno Hutapea,2023-11-28,32,SKU,25.3
PMN-0460,Hendra Prasetyo,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Yusuf Saputra,Tarno Hutapea,2020-08-13,72,SKU,22.0
PMN-0461,Deni Mahendra,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Gilang Sudarmono,Jumadi Saragih,2022-09-09,47,BHL,25.6
PMN-0462,Riko Tarigan,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Usman Santoso,Jumadi Saragih,2017-09-12,108,SKU,24.4
PMN-0463,Guntur Wijaya,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Gilang Sudarmono,Jumadi Saragih,2022-12-19,44,BHL,21.0
PMN-0464,Darto Purba,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Gilang Sudarmono,Jumadi Saragih,2025-10-31,9,SKU,22.1
PMN-0465,Bayu Yusril,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Kurnia Butar-butar,Jumadi Saragih,2013-03-01,163,BHL,21.0
PMN-0466,Sutrisno Situmorang,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Kurnia Butar-butar,Jumadi Saragih,2024-10-30,21,BHL,25.3
PMN-0467,Endang Handoko,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Kurnia Butar-butar,Jumadi Saragih,2019-02-01,91,SKU,17.7
PMN-0468,Umar Situmorang,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Usman Santoso,Jumadi Saragih,2025-01-17,18,SKU,14.7
PMN-0469,Teguh Sitompul,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Usman Santoso,Jumadi Saragih,2024-11-29,20,SKU,21.9
PMN-0470,Firman Wijaya,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Gilang Sudarmono,Jumadi Saragih,2025-09-23,10,SKU,18.4
PMN-0471,Darto Gunadi,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Kurnia Butar-butar,Jumadi Saragih,2025-03-18,16,SKU,17.3
PMN-0472,Eko Wijaya,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Gilang Sudarmono,Jumadi Saragih,2017-02-24,114,BHL,22.7
PMN-0473,Edi Halim,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Gilang Sudarmono,Jumadi Saragih,2026-06-11,1,BHL,14.4
PMN-0474,Wulan Gunadi,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Gilang Sudarmono,Jumadi Saragih,2025-10-21,9,SKU,21.7
PMN-0475,Feri Nugroho,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Kurnia Butar-butar,Jumadi Saragih,2025-03-01,17,BHL,20.7
PMN-0476,Iwan Santoso,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Gilang Sudarmono,Jumadi Saragih,2024-10-18,21,SKU,16.1
PMN-0477,Zulkifli Tampubolon,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Gilang Sudarmono,Jumadi Saragih,2025-03-23,16,SKU,21.3
PMN-0478,Lukman Sitompul,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Gilang Sudarmono,Jumadi Saragih,2014-06-09,147,BHL,22.4
PMN-0479,Parjono Kurniawan,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Gilang Sudarmono,Jumadi Saragih,2025-01-19,18,SKU,18.7
PMN-0480,Marwan Ginting,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Gilang Sudarmono,Jumadi Saragih,2024-12-26,19,BHL,20.0
PMN-0481,Teguh Saragih,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Kurnia Butar-butar,Jumadi Saragih,2012-05-13,173,BHL,17.9
PMN-0482,Samsul Effendi,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Kurnia Butar-butar,Jumadi Saragih,2020-04-16,76,BHL,14.4
PMN-0483,Endang Rachman,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Gilang Sudarmono,Jumadi Saragih,2012-11-21,166,BHL,20.1
PMN-0484,Agus Handoko,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Usman Santoso,Jumadi Saragih,2016-07-11,122,SKU,15.6
PMN-0485,Kasno Santoso,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Usman Santoso,Jumadi Saragih,2024-11-01,21,BHL,18.5
PMN-0486,Wahyu Mangunsong,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Gilang Sudarmono,Jumadi Saragih,2015-04-12,137,SKU,23.8
PMN-0487,Irwan Silalahi,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Yanto Sudarmono,Dewi Rachman,2015-12-31,128,SKU,25.2
PMN-0488,Bayu Mahendra,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Yuli Kurniawan,Dewi Rachman,2021-05-19,63,BHL,17.7
PMN-0489,Teguh Mahendra,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Yanto Sudarmono,Dewi Rachman,2020-10-30,70,SKU,19.5
PMN-0490,Rahmat Butar-butar,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Yuli Kurniawan,Dewi Rachman,2022-01-30,54,SKU,23.8
PMN-0491,Sri Silalahi,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Yanto Sudarmono,Dewi Rachman,2026-05-18,2,BHL,20.9
PMN-0492,Mulyadi Sitompul,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Imam Rachman,Dewi Rachman,2025-05-07,15,SKU,20.4
PMN-0493,Ratna Gunadi,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Yuli Kurniawan,Dewi Rachman,2025-09-25,10,SKU,24.2
PMN-0494,Jumadi Fauzi,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Yuli Kurniawan,Dewi Rachman,2020-04-03,77,SKU,14.4
PMN-0495,Maman Fauzi,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Yanto Sudarmono,Dewi Rachman,2013-05-01,161,SKU,17.4
PMN-0496,Deni Firdaus,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Imam Rachman,Dewi Rachman,2026-04-20,3,SKU,16.6
PMN-0497,Budi Sudarmono,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Yanto Sudarmono,Dewi Rachman,2024-08-07,24,SKU,16.3
PMN-0498,Edi Butar-butar,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Yuli Kurniawan,Dewi Rachman,2013-03-22,162,SKU,14.9
PMN-0499,Yohanes Ismail,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Yuli Kurniawan,Dewi Rachman,2018-09-08,96,SKU,23.0
PMN-0500,Gilang Bahari,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Yuli Kurniawan,Dewi Rachman,2024-07-20,24,SKU,17.5
PMN-0501,Herman Effendi,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Yanto Sudarmono,Dewi Rachman,2023-04-29,39,SKU,25.4
PMN-0502,Wulan Bahari,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Yanto Sudarmono,Dewi Rachman,2021-06-09,62,SKU,14.7
PMN-0503,Joko Prasetyo,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Yanto Sudarmono,Dewi Rachman,2026-02-13,5,BHL,22.6
PMN-0504,Joko Wibowo,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Yuli Kurniawan,Dewi Rachman,2025-08-26,11,SKU,15.5
PMN-0505,Parjono Santoso,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Yuli Kurniawan,Dewi Rachman,2026-05-21,2,SKU,15.8
PMN-0506,Yuli Wijaya,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Imam Rachman,Dewi Rachman,2013-07-30,158,BHL,24.7
