InspeksiID,Tanggal,Bulan,NamaBulan,EstateKode,Estate,Wilayah,StatusKebun,Afdeling,BlokID,LuasHancak_Ha,PemanenID,NamaPemanen,MasaKerjaBulan,KelompokMasaKerja,StatusKaryawan,Mandor,Asisten,InspekturSQA,BrondolanTidakTerkutip,BuahMatangTertinggal,BuahMentahDipanen,MutuPotongTangkai,PelepahSengkleh,SusunanPelepah,PiringanBersih,GawanganBersih,PasarPikulBersih,KerapianTPH,SkorTotal,Grade,Denda_Rp,CurahHujanBulan_mm,TindakanKorektif,StatusVerifikasi
MH-03889,2026-02-10,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-003,20.3,PMN-0538,Latif Utomo,124,> 12 bulan,SKU,Firman Damanik,Slamet Utomo,Hendra Sitompul,17.6,13.3,9.0,8.3,8.5,8.9,9.1,4.5,4.3,4.2,87.7,B,0,307.2,Pengarahan ringan,Terverifikasi
MH-03890,2026-02-10,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-016,23.9,PMN-0536,Nurdin Pratama,104,> 12 bulan,BHL,Tarno Handoko,Slamet Utomo,Tri Wibisono,18.3,12.8,8.2,8.5,8.8,8.8,9.1,4.4,4.4,4.2,87.5,B,0,307.2,Pengarahan ringan,Menunggu verifikasi
MH-03891,2026-02-10,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-001,21.1,PMN-0540,Eko Barus,51,> 12 bulan,SKU,Firman Damanik,Slamet Utomo,Ratna Kusumaningrum,16.7,13.1,8.5,8.4,8.5,8.6,8.3,4.1,4.6,4.6,85.4,B,0,307.2,Pengarahan ringan,Terverifikasi
MH-03892,2026-02-10,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-013,23.9,PMN-0556,Latif Dalimunthe,150,> 12 bulan,BHL,Jumadi Siregar,Slamet Utomo,Hendra Sitompul,18.3,12.2,8.2,8.6,8.6,8.8,8.2,4.3,4.5,4.4,86.1,B,0,307.2,Pengarahan ringan,Terverifikasi
MH-03893,2026-02-10,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-017,18.4,PMN-0553,Priyo Hartanto,137,> 12 bulan,SKU,Firman Damanik,Slamet Utomo,Hendra Sitompul,17.2,13.1,8.5,8.7,9.2,9.0,8.6,4.3,4.2,4.6,87.4,B,0,307.2,Pengarahan ringan,Menunggu verifikasi
MH-03894,2026-02-10,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-017,17.2,PMN-0555,Kasno Maulana,126,> 12 bulan,SKU,Tarno Handoko,Slamet Utomo,Tri Wibisono,16.0,13.0,9.2,9.1,8.7,8.6,8.9,4.1,4.2,4.1,85.9,B,0,307.2,Pengarahan ringan,Terverifikasi
MH-03895,2026-02-16,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-013,23.9,PMN-0536,Nurdin Pratama,104,> 12 bulan,BHL,Tarno Handoko,Slamet Utomo,Tri Wibisono,17.8,13.3,8.3,8.7,8.3,8.8,8.9,4.6,4.5,4.1,87.3,B,0,307.2,Pengarahan ringan,Terverifikasi
MH-03896,2026-02-16,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-022,18.6,PMN-0549,Ade Tampubolon,10,6-12 bulan,BHL,Tarno Handoko,Slamet Utomo,Dewi Lestari,15.7,11.6,8.4,8.6,8.9,8.8,8.4,4.3,4.0,4.2,82.9,B,0,307.2,Pengarahan ringan,Terverifikasi
MH-03897,2026-02-16,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-005,20.3,PMN-0538,Latif Utomo,124,> 12 bulan,SKU,Firman Damanik,Slamet Utomo,Ratna Kusumaningrum,17.2,12.1,8.7,8.2,8.3,8.3,8.4,4.1,4.4,4.2,83.9,B,0,307.2,Pengarahan ringan,Terverifikasi
MH-03898,2026-02-16,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-002,14.8,PMN-0557,Wulan Siregar,90,> 12 bulan,BHL,Jumadi Siregar,Slamet Utomo,Yanuar Santika,16.9,12.3,8.8,8.8,9.2,9.1,9.0,4.1,4.4,4.2,86.8,B,0,307.2,Pengarahan ringan,Terverifikasi
MH-03899,2026-02-16,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-005,25.0,PMN-0545,Kasno Ramadhan,89,> 12 bulan,SKU,Tarno Handoko,Slamet Utomo,Yanuar Santika,17.8,13.6,9.0,9.1,8.5,8.4,8.5,4.2,4.4,4.6,88.1,B,0,307.2,Pengarahan ringan,Terverifikasi
MH-03900,2026-02-16,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-017,14.2,PMN-0541,Wulan Kurniawan,152,> 12 bulan,SKU,Firman Damanik,Slamet Utomo,Dewi Lestari,16.5,13.3,9.1,9.0,9.0,8.6,8.3,4.1,4.4,4.1,86.4,B,0,307.2,Pengarahan ringan,Menunggu verifikasi
MH-03901,2026-02-20,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-013,17.2,PMN-0555,Kasno Maulana,126,> 12 bulan,SKU,Tarno Handoko,Slamet Utomo,Hendra Sitompul,16.7,13.2,8.3,9.1,8.6,9.2,9.0,4.5,4.5,4.2,87.3,B,0,307.2,Pengarahan ringan,Menunggu verifikasi
MH-03902,2026-02-20,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-001,23.7,PMN-0554,Kasno Tarigan,15,> 12 bulan,BHL,Jumadi Siregar,Slamet Utomo,Tri Wibisono,17.5,13.1,8.5,9.0,8.2,8.5,8.2,4.2,4.6,4.2,86.0,B,0,307.2,Pengarahan ringan,Terverifikasi
MH-03903,2026-02-20,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-016,20.9,PMN-0537,Siti Ramadhan,36,> 12 bulan,BHL,Firman Damanik,Slamet Utomo,Tri Wibisono,16.8,13.1,8.9,8.4,8.4,8.9,8.6,4.2,4.2,4.1,85.6,B,0,307.2,Pengarahan ringan,Terverifikasi
MH-03904,2026-02-20,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-013,22.6,PMN-0543,Riko Ramadhan,4,< 6 bulan,SKU,Firman Damanik,Slamet Utomo,Yanuar Santika,12.6,10.2,7.4,8.2,8.2,7.5,7.4,3.9,4.0,3.6,73.0,C,35000,307.2,Kutip ulang + coaching mandor,Terverifikasi
MH-03905,2026-02-20,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-010,21.9,PMN-0551,Wulan Simanjuntak,164,> 12 bulan,SKU,Firman Damanik,Slamet Utomo,Tri Wibisono,17.5,13.1,8.5,8.1,8.7,9.3,8.4,4.5,4.2,4.1,86.4,B,0,307.2,Pengarahan ringan,Terverifikasi
MH-03906,2026-02-20,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-022,14.3,PMN-0547,Wulan Handoko,154,> 12 bulan,BHL,Tarno Handoko,Slamet Utomo,Tri Wibisono,16.2,12.2,8.6,8.1,9.1,8.5,8.9,4.6,4.3,4.2,84.7,B,0,307.2,Pengarahan ringan,Terverifikasi
MH-03907,2026-02-01,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-012,18.4,PMN-0553,Priyo Hartanto,137,> 12 bulan,SKU,Firman Damanik,Slamet Utomo,Tri Wibisono,16.5,12.2,9.0,8.4,9.1,9.2,9.3,4.1,4.4,4.6,86.8,B,0,307.2,Pengarahan ringan,Terverifikasi
MH-03908,2026-02-01,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-002,19.4,PMN-0539,Hendra Pratama,167,> 12 bulan,SKU,Firman Damanik,Slamet Utomo,Hendra Sitompul,18.2,12.6,8.3,8.6,8.5,8.9,8.1,4.2,4.2,4.4,86.0,B,0,307.2,Pengarahan ringan,Terverifikasi
MH-03909,2026-02-01,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-001,22.3,PMN-0558,Tarno Ramadhan,133,> 12 bulan,SKU,Tarno Handoko,Slamet Utomo,Tri Wibisono,18.3,12.6,9.3,8.5,9.3,8.3,8.9,4.4,4.4,4.2,88.2,B,0,307.2,Pengarahan ringan,Terverifikasi
MH-03910,2026-02-01,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-012,21.1,PMN-0540,Eko Barus,51,> 12 bulan,SKU,Firman Damanik,Slamet Utomo,Dewi Lestari,17.0,12.4,9.0,9.3,9.2,8.2,8.4,4.3,4.2,4.3,86.3,B,0,307.2,Pengarahan ringan,Terverifikasi
MH-03911,2026-02-01,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-020,18.6,PMN-0549,Ade Tampubolon,10,6-12 bulan,BHL,Tarno Handoko,Slamet Utomo,Ratna Kusumaningrum,16.2,12.0,7.8,8.2,8.1,8.7,8.9,4.0,4.0,4.3,82.2,B,0,307.2,Pengarahan ringan,Terverifikasi
MH-03912,2026-02-01,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-010,14.2,PMN-0541,Wulan Kurniawan,152,> 12 bulan,SKU,Firman Damanik,Slamet Utomo,Ratna Kusumaningrum,17.3,13.4,8.4,9.2,8.6,8.9,8.6,4.3,4.1,4.4,87.2,B,0,307.2,Pengarahan ringan,Terverifikasi
MH-03913,2026-03-25,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-009,23.9,PMN-0556,Latif Dalimunthe,150,> 12 bulan,BHL,Jumadi Siregar,Slamet Utomo,Yanuar Santika,16.7,12.8,8.3,9.0,8.5,8.5,8.2,4.3,4.4,4.6,85.3,B,0,369.9,Pengarahan ringan,Terverifikasi
MH-03914,2026-03-25,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-012,14.3,PMN-0547,Wulan Handoko,154,> 12 bulan,BHL,Tarno Handoko,Slamet Utomo,Tri Wibisono,17.7,12.7,8.3,8.6,8.3,9.2,8.9,4.4,4.3,4.2,86.6,B,0,369.9,Pengarahan ringan,Terverifikasi
MH-03915,2026-03-25,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-007,15.7,PMN-0546,Deni Fauzi,41,> 12 bulan,SKU,Jumadi Siregar,Slamet Utomo,Dewi Lestari,18.4,12.6,8.5,8.9,8.4,9.1,9.1,4.4,4.3,4.4,88.1,B,0,369.9,Pengarahan ringan,Terverifikasi
MH-03916,2026-03-25,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-017,22.3,PMN-0558,Tarno Ramadhan,133,> 12 bulan,SKU,Tarno Handoko,Slamet Utomo,Hendra Sitompul,17.4,13.4,9.2,8.4,8.6,8.3,8.6,4.1,4.5,4.4,86.9,B,0,369.9,Pengarahan ringan,Terverifikasi
MH-03917,2026-03-25,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-005,21.9,PMN-0551,Wulan Simanjuntak,164,> 12 bulan,SKU,Firman Damanik,Slamet Utomo,Tri Wibisono,16.4,12.4,9.2,8.2,9.1,9.1,8.4,4.4,4.3,4.3,85.8,B,0,369.9,Pengarahan ringan,Terverifikasi
MH-03918,2026-03-25,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-024,21.9,PMN-0552,Usman Effendi,127,> 12 bulan,SKU,Tarno Handoko,Slamet Utomo,Dewi Lestari,17.6,12.2,8.7,8.5,9.2,8.5,8.7,4.2,4.1,4.5,86.2,B,0,369.9,Pengarahan ringan,Menunggu verifikasi
MH-03919,2026-03-01,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-013,18.6,PMN-0549,Ade Tampubolon,10,6-12 bulan,BHL,Tarno Handoko,Slamet Utomo,Dewi Lestari,16.2,11.9,7.9,7.9,8.5,8.3,8.6,4.3,4.4,4.0,82.0,B,0,369.9,Pengarahan ringan,Menunggu verifikasi
MH-03920,2026-03-01,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-022,14.3,PMN-0547,Wulan Handoko,154,> 12 bulan,BHL,Tarno Handoko,Slamet Utomo,Hendra Sitompul,16.6,13.7,8.8,8.5,9.3,8.6,8.7,4.6,4.2,4.2,87.2,B,0,369.9,Pengarahan ringan,Terverifikasi
MH-03921,2026-03-01,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-017,23.9,PMN-0536,Nurdin Pratama,104,> 12 bulan,BHL,Tarno Handoko,Slamet Utomo,Tri Wibisono,16.5,12.6,9.0,8.9,8.7,8.3,8.9,4.1,4.6,4.2,85.8,B,0,369.9,Pengarahan ringan,Terverifikasi
MH-03922,2026-03-01,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-011,22.6,PMN-0543,Riko Ramadhan,4,< 6 bulan,SKU,Firman Damanik,Slamet Utomo,Yanuar Santika,12.4,9.8,7.4,7.6,7.8,7.7,7.3,4.1,3.7,3.9,71.7,C,35000,369.9,Kutip ulang + coaching mandor,Terverifikasi
MH-03923,2026-03-01,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-018,20.9,PMN-0537,Siti Ramadhan,36,> 12 bulan,BHL,Firman Damanik,Slamet Utomo,Dewi Lestari,16.7,13.4,9.1,9.1,8.4,8.3,8.5,4.1,4.2,4.3,86.1,B,0,369.9,Pengarahan ringan,Terverifikasi
MH-03924,2026-03-01,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-010,18.4,PMN-0553,Priyo Hartanto,137,> 12 bulan,SKU,Firman Damanik,Slamet Utomo,Ratna Kusumaningrum,17.9,12.8,9.0,8.3,8.5,8.3,9.2,4.3,4.1,4.5,86.9,B,0,369.9,Pengarahan ringan,Terverifikasi
MH-03925,2026-03-01,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-011,18.6,PMN-0549,Ade Tampubolon,10,6-12 bulan,BHL,Tarno Handoko,Slamet Utomo,Dewi Lestari,16.7,12.2,8.6,8.3,8.7,7.9,8.3,4.1,4.2,3.9,82.9,B,0,369.9,Pengarahan ringan,Terverifikasi
MH-03926,2026-03-01,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-021,14.2,PMN-0541,Wulan Kurniawan,152,> 12 bulan,SKU,Firman Damanik,Slamet Utomo,Tri Wibisono,18.1,13.5,8.3,8.7,8.5,8.6,8.3,4.5,4.6,4.2,87.3,B,0,369.9,Pengarahan ringan,Terverifikasi
MH-03927,2026-03-01,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-016,17.2,PMN-0544,Riko Anggara,56,> 12 bulan,SKU,Tarno Handoko,Slamet Utomo,Dewi Lestari,17.7,12.4,8.7,9.0,9.1,9.3,8.5,4.2,4.6,4.4,87.9,B,0,369.9,Pengarahan ringan,Terverifikasi
MH-03928,2026-03-01,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-005,21.1,PMN-0540,Eko Barus,51,> 12 bulan,SKU,Firman Damanik,Slamet Utomo,Dewi Lestari,17.8,12.6,8.4,8.2,8.3,8.5,8.3,4.6,4.5,4.3,85.5,B,0,369.9,Pengarahan ringan,Terverifikasi
MH-03929,2026-03-01,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-022,20.9,PMN-0537,Siti Ramadhan,36,> 12 bulan,BHL,Firman Damanik,Slamet Utomo,Hendra Sitompul,16.8,13.5,8.9,8.7,8.5,9.2,9.1,4.1,4.6,4.3,87.7,B,0,369.9,Pengarahan ringan,Terverifikasi
MH-03930,2026-03-01,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-022,14.8,PMN-0557,Wulan Siregar,90,> 12 bulan,BHL,Jumadi Siregar,Slamet Utomo,Tri Wibisono,17.1,13.6,8.3,8.3,8.7,8.8,8.4,4.1,4.1,4.4,85.8,B,0,369.9,Pengarahan ringan,Terverifikasi
MH-03931,2026-03-25,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-013,15.7,PMN-0546,Deni Fauzi,41,> 12 bulan,SKU,Jumadi Siregar,Slamet Utomo,Tri Wibisono,17.5,13.0,8.2,8.7,9.3,9.2,8.3,4.4,4.1,4.2,86.9,B,0,369.9,Pengarahan ringan,Terverifikasi
MH-03932,2026-03-25,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-021,22.6,PMN-0543,Riko Ramadhan,4,< 6 bulan,SKU,Firman Damanik,Slamet Utomo,Hendra Sitompul,12.7,10.5,7.3,7.7,7.8,7.6,7.7,3.7,4.0,3.6,72.6,C,35000,369.9,Kutip ulang + coaching mandor,Terverifikasi
MH-03933,2026-03-25,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-023,18.4,PMN-0553,Priyo Hartanto,137,> 12 bulan,SKU,Firman Damanik,Slamet Utomo,Tri Wibisono,17.1,13.5,8.4,8.3,9.2,9.2,9.3,4.5,4.2,4.2,87.9,B,0,369.9,Pengarahan ringan,Terverifikasi
MH-03934,2026-03-25,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-021,19.4,PMN-0539,Hendra Pratama,167,> 12 bulan,SKU,Firman Damanik,Slamet Utomo,Tri Wibisono,16.6,13.5,8.3,8.5,8.2,8.5,8.9,4.5,4.5,4.3,85.8,B,0,369.9,Pengarahan ringan,Terverifikasi
MH-03935,2026-03-25,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-016,22.3,PMN-0558,Tarno Ramadhan,133,> 12 bulan,SKU,Tarno Handoko,Slamet Utomo,Tri Wibisono,17.5,13.0,8.5,9.3,8.5,8.8,8.4,4.2,4.1,4.4,86.7,B,0,369.9,Pengarahan ringan,Terverifikasi
MH-03936,2026-03-25,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-002,17.7,PMN-0542,Priyo Anggara,140,> 12 bulan,SKU,Jumadi Siregar,Slamet Utomo,Yanuar Santika,16.3,13.0,8.8,8.2,8.2,9.0,9.0,4.7,4.4,4.4,86.0,B,0,369.9,Pengarahan ringan,Terverifikasi
MH-03937,2026-04-16,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-007,17.2,PMN-0555,Kasno Maulana,126,> 12 bulan,SKU,Tarno Handoko,Slamet Utomo,Dewi Lestari,17.2,13.5,8.8,9.2,9.2,8.5,9.0,4.3,4.3,4.1,88.1,B,0,461.6,Pengarahan ringan,Terverifikasi
MH-03938,2026-04-16,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-003,19.4,PMN-0539,Hendra Pratama,167,> 12 bulan,SKU,Firman Damanik,Slamet Utomo,Yanuar Santika,17.8,12.4,8.6,8.1,8.8,8.6,8.2,4.1,4.3,4.2,85.1,B,0,461.6,Pengarahan ringan,Terverifikasi
MH-03939,2026-04-16,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-020,17.2,PMN-0544,Riko Anggara,56,> 12 bulan,SKU,Tarno Handoko,Slamet Utomo,Dewi Lestari,16.7,13.2,8.7,8.6,8.3,9.2,9.0,4.4,4.6,4.3,87.0,B,0,461.6,Pengarahan ringan,Terverifikasi
MH-03940,2026-04-16,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-009,25.7,PMN-0550,Zainal Situmorang,17,> 12 bulan,SKU,Jumadi Siregar,Slamet Utomo,Ratna Kusumaningrum,18.2,12.5,9.3,9.0,8.8,9.1,8.1,4.6,4.4,4.1,88.1,B,0,461.6,Pengarahan ringan,Terverifikasi
MH-03941,2026-04-16,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-003,14.3,PMN-0547,Wulan Handoko,154,> 12 bulan,BHL,Tarno Handoko,Slamet Utomo,Dewi Lestari,18.3,12.3,8.6,8.8,8.3,8.2,9.3,4.5,4.6,4.6,87.5,B,0,461.6,Pengarahan ringan,Terverifikasi
MH-03942,2026-04-16,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-015,20.9,PMN-0537,Siti Ramadhan,36,> 12 bulan,BHL,Firman Damanik,Slamet Utomo,Yanuar Santika,18.4,13.3,8.8,9.2,8.3,8.6,8.5,4.7,4.3,4.4,88.5,B,0,461.6,Pengarahan ringan,Terverifikasi
MH-03943,2026-04-22,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-021,14.2,PMN-0541,Wulan Kurniawan,152,> 12 bulan,SKU,Firman Damanik,Slamet Utomo,Ratna Kusumaningrum,17.5,12.7,9.1,9.3,9.2,8.9,8.7,4.1,4.3,4.2,88.0,B,0,461.6,Pengarahan ringan,Terverifikasi
MH-03944,2026-04-22,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-001,19.4,PMN-0539,Hendra Pratama,167,> 12 bulan,SKU,Firman Damanik,Slamet Utomo,Dewi Lestari,16.7,12.3,8.5,8.4,8.3,8.3,9.2,4.1,4.3,4.3,84.4,B,0,461.6,Pengarahan ringan,Terverifikasi
MH-03945,2026-04-22,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-012,15.7,PMN-0546,Deni Fauzi,41,> 12 bulan,SKU,Jumadi Siregar,Slamet Utomo,Yanuar Santika,18.1,12.4,8.6,8.2,8.3,8.6,9.0,4.3,4.3,4.3,86.1,B,0,461.6,Pengarahan ringan,Terverifikasi
MH-03946,2026-04-22,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-010,21.9,PMN-0552,Usman Effendi,127,> 12 bulan,SKU,Tarno Handoko,Slamet Utomo,Hendra Sitompul,17.1,13.6,8.1,9.0,8.3,8.5,9.2,4.4,4.4,4.1,86.7,B,0,461.6,Pengarahan ringan,Terverifikasi
MH-03947,2026-04-22,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-016,20.3,PMN-0538,Latif Utomo,124,> 12 bulan,SKU,Firman Damanik,Slamet Utomo,Tri Wibisono,18.4,12.4,8.3,8.5,9.2,9.0,8.2,4.2,4.1,4.3,86.6,B,0,461.6,Pengarahan ringan,Menunggu verifikasi
MH-03948,2026-04-22,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-001,18.6,PMN-0549,Ade Tampubolon,10,6-12 bulan,BHL,Tarno Handoko,Slamet Utomo,Hendra Sitompul,15.8,12.3,7.8,8.6,8.4,7.9,8.6,4.0,3.9,4.2,81.5,B,0,461.6,Pengarahan ringan,Terverifikasi
MH-03949,2026-04-20,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-022,14.3,PMN-0547,Wulan Handoko,154,> 12 bulan,BHL,Tarno Handoko,Slamet Utomo,Ratna Kusumaningrum,16.2,13.1,9.1,9.1,8.6,8.1,9.0,4.1,4.6,4.6,86.5,B,0,461.6,Pengarahan ringan,Terverifikasi
MH-03950,2026-04-20,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-020,22.3,PMN-0558,Tarno Ramadhan,133,> 12 bulan,SKU,Tarno Handoko,Slamet Utomo,Hendra Sitompul,16.6,12.8,9.1,8.4,8.3,8.5,9.1,4.5,4.0,4.1,85.4,B,0,461.6,Pengarahan ringan,Terverifikasi
MH-03951,2026-04-20,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-024,20.3,PMN-0538,Latif Utomo,124,> 12 bulan,SKU,Firman Damanik,Slamet Utomo,Yanuar Santika,17.2,13.6,8.9,8.5,9.1,8.7,8.8,4.2,4.6,4.2,87.8,B,0,461.6,Pengarahan ringan,Terverifikasi
MH-03952,2026-04-20,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-013,18.4,PMN-0553,Priyo Hartanto,137,> 12 bulan,SKU,Firman Damanik,Slamet Utomo,Hendra Sitompul,18.0,12.4,8.9,8.2,8.4,8.9,8.4,4.2,4.4,4.6,86.4,B,0,461.6,Pengarahan ringan,Terverifikasi
MH-03953,2026-04-20,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-013,22.6,PMN-0543,Riko Ramadhan,4,< 6 bulan,SKU,Firman Damanik,Slamet Utomo,Ratna Kusumaningrum,13.8,9.3,7.8,7.7,7.6,8.1,8.2,4.0,4.0,3.9,74.4,C,35000,461.6,Kutip ulang + coaching mandor,Terverifikasi
MH-03954,2026-04-20,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-023,23.7,PMN-0554,Kasno Tarigan,15,> 12 bulan,BHL,Jumadi Siregar,Slamet Utomo,Tri Wibisono,16.2,12.3,9.2,8.2,8.2,8.4,8.9,4.3,4.4,4.2,84.3,B,0,461.6,Pengarahan ringan,Terverifikasi
MH-03955,2026-04-26,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-021,25.7,PMN-0550,Zainal Situmorang,17,> 12 bulan,SKU,Jumadi Siregar,Slamet Utomo,Yanuar Santika,17.6,12.6,8.5,8.3,8.9,9.2,8.3,4.1,4.1,4.6,86.2,B,0,461.6,Pengarahan ringan,Terverifikasi
MH-03956,2026-04-26,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-008,17.7,PMN-0542,Priyo Anggara,140,> 12 bulan,SKU,Jumadi Siregar,Slamet Utomo,Hendra Sitompul,18.2,12.6,8.1,9.3,8.2,8.3,9.0,4.3,4.2,4.4,86.6,B,0,461.6,Pengarahan ringan,Terverifikasi
MH-03957,2026-04-26,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-019,18.4,PMN-0553,Priyo Hartanto,137,> 12 bulan,SKU,Firman Damanik,Slamet Utomo,Yanuar Santika,16.7,13.6,8.8,8.2,9.0,8.9,9.0,4.1,4.3,4.6,87.2,B,0,461.6,Pengarahan ringan,Terverifikasi
MH-03958,2026-04-26,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-011,23.9,PMN-0536,Nurdin Pratama,104,> 12 bulan,BHL,Tarno Handoko,Slamet Utomo,Dewi Lestari,18.4,13.4,9.0,8.5,9.1,8.9,8.5,4.1,4.4,4.4,88.7,B,0,461.6,Pengarahan ringan,Terverifikasi
MH-03959,2026-04-26,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,Inti,F,SRK-F-019,14.8,PMN-0557,Wulan Siregar,90,> 12 bulan,BHL,Jumadi Siregar,Slamet Utomo,Tri Wibisono,17.7,12.1,9.2,9.3,8.5,8.3,8.9,4.3,4.3,4.3,86.9,B,0,461.6,Pengarahan ringan,Terverifikasi
